id	area	title	year	x	y	ix
233669	DB	designing optimal data structures	1976	5.159259687554447	1.8610254851368384	233696
233857	DB	application of xml schema and active rules system in management and integration of heterogeneous biological data	2003	8.179259667869951	2.564249839014166	233884
233944	DB	change-centric management of versions in an xml warehouse	2000	6.674542226078174	2.501974738550519	233971
234019	EDA	evaluating the application of cbr in mesh design for simulation problems	1995	5.1122438317844106	0.2416609777576007	234046
234186	AI	managing computer files via artificial intelligence approaches	2009	7.844761638636155	1.7950982680603882	234213
234533	DB	efficient and scalable method for processing top-k spatial boolean queries	2010	5.574672820917788	1.465506012026394	234560
234655	DB	elaboration d'entrepôts de données complexes	2000	8.079851970971113	2.872330563480075	234682
234874	DB	xcdsearch: an xml context-driven search engine	2010	7.165615276888492	1.4203204729050578	234901
234909	Logic	applying mainframe capacity/performance techniques to the as/400	2000	7.6766112305394865	0.3773020725874823	234936
234983	Robotics	cmg-t: getting started in (z/os) capacity planning	2012	7.948966388013374	0.3841532212878794	235010
234991	Web+IR	an xml document retrieval system supporting structure- and content-based queries	2001	5.875350277099519	1.4801234026325625	235018
235158	PL	evaluating entity-description conflict on duplicated data	2016	4.9429961307622605	2.2572062174943066	235185
235367	DB	mapping object-oriented database models into rdf(s)	2018	7.747137548226182	2.6464130081770847	235394
235643	DB	a suppletment to sampling-based methods for query size estimation in a database system	1992	5.072130570192655	1.5380006676522275	235670
235673	Theory	a revisit of fault-detecting probability of combinatorial testing for boolean-specifications (p)	2018	7.992054073220128	2.580114139916442	235700
235683	AI	model-based diagnosis for automotive repair	1997	4.928367177860013	0.1869014911074147	235710
235993	AI	mining event logs to support workflow resource allocation	2012	4.742101282934639	-0.07529950523338387	236020
236042	DB	analyses and comparisons of scl files in substation configurator	2016	4.965951834513684	3.2852458272493146	236069
236053	DB	a frame-based ontological view specification language	2010	8.173096829765516	3.501273887617641	236080
236267	Embedded	global protocols as first class entities for self-adaptive agents	2015	4.593356331137743	3.598712698487034	236294
236321	DB	using object-oriented databases to model hydrocarbon reservoirs	1995	7.0626013928564095	0.6737474650810478	236348
236425	Graphics	gsp: a system for computer assisted space planning	1971	5.08687422365382	3.0964804242864536	236452
236582	DB	xml prefiltering as a string matching problem	2008	5.72186340002784	1.7499651713536166	236609
236632	AI	a protege plugin with swift linked data miner	2016	7.186613154690037	2.840728530430831	236659
236636	DB	materialized data mining views	2000	5.9365692682225975	1.3534899745367202	236663
236708	AI	maintaining cased-based reasoners: dimensions and directions	2001	5.308353783351442	-0.2033756951716069	236735
236852	DB	representing parts hierarchies for expert systems in engineering project management	1990	5.171756073390892	0.3210973481304819	236879
236910	AI	a musical structure model and its visual mechanism for hypertext score systems	2001	7.5188981779876425	3.3966094583836632	236937
237113	Graphics	the honeycomb model of spatio-temporal partitions	1999	6.034309552551052	3.478845442113219	237140
237197	DB	sjson: a succinct representation for javascript object notation documents	2016	6.172365021172235	2.1997053963646858	237224
237201	ML	aska: an object-oriented data model with multiple hierarchies and multiple object-perspectives	1995	7.022733711973942	0.8001276485388384	237228
237417	AI	on computing deltas of rdf/s knowledge bases	2011	5.680727162707343	3.4844941990321123	237444
237429	DB	a game theory based framework for materialized view selection in data warehouses	2018	5.2101511353498795	1.56978791869181	237456
237458	AI	a parallel algorithm for the eight-puzzle problem using analogical reasoning	2002	4.93965581712349	-0.01970089680769956	237485
237498	EDA	a descriptive methodology suitable for multiple views of an information processing system	1974	7.153993720994928	-0.16920569816392803	237525
237536	DB	incorporating fuzziness in xml and mapping fuzzy relational data into fuzzy xml	2006	5.722534179866215	2.874536832821065	237563
237681	ML	combining stream processing engines and big data storages for data analysis	2014	7.583698951286207	1.6815055218349693	237708
237721	DB	a holistic approach to schema matching	2009	8.056472635920269	1.8254833961065504	237748
237781	DB	extensible indexing: a framework for integrating domain-specific indexing schemes into oracle8i	2000	7.764744697779077	3.4228443698063464	237808
237810	Web+IR	different kinds of models to integrate the or-expert's knowledge into decision support systems	1995	5.0446490774020765	0.22482654199594268	237837
237952	DB	review - a novel index supporting high volume data warehouse insertion.	1999	6.874281693131998	0.14738096883888166	237979
237965	DB	indexing using hash table with splay-tree in mobile database management system	2011	5.901459721915794	1.6362184184638398	237992
238046	DB	on the problem of generating common predecessors	2002	5.4623752269455	2.4529377509304124	238073
238092	SE	citybench: a configurable benchmark to evaluate rsp engines using smart city datasets	2015	7.2347118566164825	2.195014305088592	238119
238129	DB	temporal coalescing on window extents over data streams	2011	5.127042391974951	1.2771819147113916	238156
238251	DB	a performance comparison of the rete and treat algorithms for testing database rule conditions	1992	5.041787822236057	2.5106116722413128	238278
238350	DB	editorial - high availability in corba	1998	7.956453527948375	0.5583904666074158	238377
238499	DB	the internet spatial spreadsheet: enabling remote visualization of dynamic spatial data and ongoing query results over a network	2003	7.368314575132698	2.1895199034761577	238526
238683	AI	a multi-ontology synthetic benchmark for the semantic web	2010	7.6077007537405885	2.294944542104236	238710
238700	HCI	using and exploring hierarchical data in spreadsheets	2016	8.006187650765863	3.0759250668052784	238727
238972	DB	a proposal for distributed concurrency control for partially redundant distributed data base systems.	1978	6.989480106854275	0.12191162669345045	238999
239008	DB	an approach to model and query event-based temporal data	1998	6.422213768608732	2.5333681387183513	239035
239212	OS	on the diagnosis of cyber-physical production systems	2015	6.7911834928548345	0.6886473867263363	239239
239304	DB	wedagen-a synthetic web database generator	1999	8.097206928193048	2.985351133676601	239331
239308	DB	knowledge acquisition for the automatic interpretation of spatial data	2000	8.163294376349372	1.6831488750213506	239335
239340	DB	path summaries and path partitioning in modern xml databases	2006	5.726467321661914	1.9859980700436235	239367
239402	AI	efficient discovery of services specified in description logics languages	2007	5.249771065699839	3.358208010895714	239429
239410	DB	storing xml (with xsd) in sql databases: interplay of logical and physical designs	2004	5.657146513201099	2.053799764912465	239437
239689	DB	storing and querying fuzzy xml data in relational databases	2012	6.771478882476185	2.5499426208073976	239716
239820	AI	interactive multiobjective optimization from a learning perspective	2008	4.441396047533319	-0.00064608268552059	239847
239938	ML	fixing erroneous staging records in a data warehouse application	2002	7.910981672045959	-0.1975748517489272	239965
239985	DB	complementing mongodb with advanced access control features: concepts and research challenges	2015	7.595626072203692	0.1471391228425783	240012
240080	DB	accelerating xpath axes through structural partitioning	2007	5.727809229594616	2.1568509926864583	240107
240188	DB	on estimating the cardinality of aggregate views	2001	5.028070053932091	2.1101187846768057	240215
240300	DB	qmatch - using paths to match xml schemas	2007	7.0500195049346575	1.74116463552253	240327
240370	DB	describing and manipulating xml data	1999	7.14873193398779	2.4523913720884414	240397
240489	DB	j.ucs special issue on formal specifications of computer-based systems	2000	7.5357859226195965	0.44929486121467604	240516
240734	AI	the e/s knowledge representation system	1994	5.908837841718331	3.4248586781402035	240761
240789	DB	performance evaluation and analysis of k-way join variants for association rule mining	2003	5.346621180198333	1.307042429647064	240816
241232	DB	database system extensions for decision support: the axl approach	2000	6.3836151019328895	2.7024297092807714	241259
241314	DB	towards inconsistency management in data integration systems	2003	6.329877123009172	2.5571984272432395	241341
241371	DB	an automatic physical design tool for clustered column-stores	2013	6.519895709907553	2.8838780850276238	241398
241513	DB	benchmarking holistic approaches to xml tree pattern query processing (extended abstract of invited talk)	2010	6.3740566011384185	2.000674628968532	241540
241567	DB	why and how to benchmark xml databases	2001	7.327516867984924	3.039535525670588	241594
241747	DB	query answering using discovered rules	1996	5.2390313231685965	3.38204124643565	241774
242049	AI	geometric reasoning for knowledge-based parametric design using graph representation	1996	5.699208062013308	3.526029817558349	242076
242108	EDA	towards a terabyte digital library system	2003	6.231843521716384	1.341047674493687	242135
242111	Web+IR	a novel approach for extracting well-founded ontology views	2015	7.8861155972582475	2.8781139008956624	242138
242132	DB	preprocessing cvs data for fine-grained analysis	2004	6.564220892131484	2.12019186367385	242159
242600	DB	leveraging mediator cost models with heterogeneous data sources	1997	6.954217564111932	3.140314899832871	242627
242610	AI	intensive-help-a knowledge-based system for intensive care units	1992	4.512026435117013	0.2910680806332477	242637
242692	Web+IR	engineering use cases for modular development of ontologies in owl	2012	7.9688940560776675	3.37306809478834	242719
242707	Visualization	ciav: facilitating the maintenance and re-engineering of relational databases using a visualization framework	2001	7.59038490549863	1.4400701796833095	242734
242771	HPC	a branch and bound algorithm to scale alignment of large ontologies	2009	8.211439142617575	1.3561778090612857	242798
243055	DB	a uniform indexing scheme for object-oriented databases	1997	5.702453267615442	1.961941028347116	243082
243164	DB	towards human-consistent data-driven decision support systems via fuzzy linguistic data summaries	2007	5.642824733255732	0.5960508720305957	243191
243202	Vision	hat, not cap: highly available transactions for everybody	2013	7.8735514565347575	0.38631731014055215	243229
243396	AI	knowledge-based formulation of dynamic decision models	1998	4.558390633738519	0.251613084226642	243423
243635	AI	on the representation of temporally changing information in owl	2010	7.484443115233079	2.4038455574085784	243662
243821	Web+IR	ontology mapping using fuzzy conceptual graphs and rules	2008	5.956649180314053	1.863747752726284	243848
243897	DB	join indices	1987	5.422212487436884	2.3195982951139293	243924
243916	Web+IR	efficient and effective retrieval using selective pruning	2013	5.504166147273533	1.1634212904272456	243943
244092	DB	an efficient access reduction scheme of big data based on total probability theory	2017	5.486278638473216	1.1940455505527223	244119
244145	DB	a specification of a moving objects query language over gml for location-based services	2004	7.3810193426942385	2.073347986029904	244172
244225	DB	parallel dynamic skyline query using mapreduce	2014	5.1791442990890735	0.8708212439389039	244252
244293	DB	a relational algebra for data/metadata integration in a federated database system	2001	6.894833217803513	3.1822297653762663	244320
244391	ML	efficient online mining of large databases	2007	5.354446254156325	1.2345172071802324	244418
244420	HPC	knowledge fusion in semantic grid	2006	4.5969870686029815	0.9972880548131352	244447
244528	DB	dynamic tuning of xml storage schema in vxmlr	2003	6.158489383886403	2.1651086249049154	244555
244803	AI	(re)presentation issues in second generation expert systems	1987	5.347876293512337	0.3405263996736765	244830
244818	DB	typing graph-manipulation operations	2003	5.6005055774202805	3.5269635190560873	244845
244836	DB	combining quantifications for flexible query result ranking	2015	5.126672655986357	2.140309239867294	244863
245182	HCI	k-model - structured design of configuration models	2012	6.516183151180573	3.4092594432069774	245209
245230	DB	evaluation of a dynamic tree structure for indexing query regions on streaming geospatial data	2005	5.474208236276138	0.3028351581188258	245257
245237	DB	xml algebras for data mining	2004	6.468717103673048	2.74060511613778	245264
245496	EDA	study on collaborative parameter design system of complex product	2007	4.756607254478978	3.308314662682248	245523
245613	ECom	extending an owl web node with reactive behavior	2006	7.322941264296584	3.3535142043643607	245640
245683	DB	semantic similarity relations and computation in schema integration	1996	7.500415527429233	2.360054527121357	245710
245726	DB	a modeling paradigm for multidatabases	1994	6.801074917493961	3.407139085866459	245753
246004	HCI	connecting the dots: constructing spatiotemporal episodes from events schemas	2009	6.590365994833643	2.3947900013919856	246031
246129	SE	knowledge-based support in non-destructive testing for health monitoring of aircraft structures	2012	5.242452374882841	0.9588632264511424	246156
246131	Web+IR	ontology mapping by axioms (oma)	2005	8.157943792911441	3.47373948456489	246158
246201	Arch	a framework for understanding heuristics in architectural optimisation	2006	5.111272523361203	0.08146709663394057	246228
246229	NLP	oracle pl/sql language - pocket reference: a guide to oracle pl/sql language fundamentals: covers oracle database 11g (4. ed.)	2008	7.72760080526747	1.8806095707416688	246256
246319	DB	issues in building practical provenance systems	2007	8.022000695884211	2.511174438768817	246346
246410	DB	cardinality estimation using sample views with quality assurance	2007	5.686154692591001	2.1466997998013864	246437
246466	PL	finding the best efficiency in actionscript based web applications on example of fft algorithm	2012	7.797981672675853	0.6581029239265218	246493
246486	DB	on indexing in native xml database systems	2012	7.034291696985577	2.1008333392300886	246513
246500	DB	an 'intelligent' extraction and aggregation tool for company data bases	1986	7.023842373784616	3.4750758012650422	246527
