id	title	keywords	abstract	entities	authors	year	journal	doi	fos	area	x	y	ix
c6c90e82f9758bf459209e4b2332e8efd07202f2	a new multistage medical segmentation method based on superpixel and fuzzy clustering	software;brain;computer graphics;image processing computer assisted;fuzzy logic;cluster analysis;brain mapping;magnetic resonance imaging;reproducibility of results;models statistical;algorithms;humans	The medical image segmentation is the key approach of image processing for brain MRI images. However, due to the visual complex appearance of image structures and the imaging characteristic, it is still challenging to automatically segment brain MRI image. A new multi-stage segmentation method based on superpixel and fuzzy clustering (MSFCM) is proposed to achieve the good brain MRI segmentation results. The MSFCM utilizes the superpixels as the clustering objects instead of pixels, and it can increase the clustering granularity and overcome the influence of noise and bias effectively. In the first stage, the MRI image is parsed into several atomic areas, namely, superpixels, and a further parsing step is adopted for the areas with bigger gray variance over setting threshold. Subsequently, designed fuzzy clustering is carried out to the fuzzy membership of each superpixel, and an iterative broadcast method based on the Butterworth function is used to redefine their classifications. Finally, the segmented image is achieved by merging the superpixels which have the same classification label. The simulated brain database from BrainWeb site is used in the experiments, and the experimental results demonstrate that MSFCM method outperforms the traditional FCM algorithm in terms of segmentation accuracy and stability for MRI image.	algorithm;butterworth filter;classification;cluster analysis;entity name part qualifier - adopted;experiment;ferric carboxymaltose solution;fosfomycin;fuzzy clustering;fuzzy cognitive map;greater;image processing;image segmentation;iterative method;medical image;multistage amplifier;numerous;parsing;physical object;pixel;sample variance;stage level 1;time complexity;biologic segmentation;interest;statistical cluster	Shiyong Ji;Benzheng Wei;Zhen Yu;Gongping Yang;Yilong Yin	2014		10.1155/2014/747549	fuzzy logic;computer vision;radiology;computer science;magnetic resonance imaging;machine learning;segmentation-based object categorization;data mining;image segmentation;cluster analysis;computer graphics;scale-space segmentation;brain mapping	Vision	42.766610510337834	-72.37081170982151	180427
dc87c9591e122a20bd11affd99c850a00d56f0b6	intelligent medical image segmentation using evolving fuzzy sets	image segmentation;doctoral thesis;evolving fuzzy sets	Image segmentation is an important step in the image analysis process. Current image segmentation techniques, however, require that the user tune several parameters in order to obtain maximum segmentation accuracy, a computationally inefficient approach, especially when a large number of images must be processed sequentially in real time. Another major challenge, particularly with medical image analysis, is the discrepancy between objective measures for assessing and guiding the segmentation process, on the one hand, and the subjective perception of the end users (e.g., clinicians), on the other. Hence, the setting and adjustment of parameters for medical image segmentation should be performed in a manner that incorporates user feedback. Despite the substantial number of techniques proposed in recent years, accurate segmentation of digital images remains a challenging task for automated computer algorithms. Approaches based on machine learning hold particular promise in this regard because, in many applications, including medical image analysis, frequent user intervention can be assumed as a means of correcting the results, thereby generating valuable feedback for algorithmic learning. This thesis presents an investigation of the use of evolving fuzzy systems for designing a method that overcomes the problems associated with medical image segmentation. An evolving fuzzy system can be trained using a set of invariant features, along with their optimum parameters, which act as a target for the system. Evolving fuzzy systems are also capable of adjusting parameters based on online updates of their rule base. This thesis proposes three different approaches that employ an evolving fuzzy system for the continual adjustment of the parameters of any medical image segmentation technique. The first proposed approach is based on evolving fuzzy image segmentation (EFIS). EFIS can adjust the parameters of existing segmentation methods and switch between them or fuse their results. The evolving rules have been applied for breast ultrasound images, with EFIS being used to adjust the parameters of three segmentation methods: global thresholding, region growing, and statistical region merging. The results for ten independent experiments for each of the three methods show average increases in accuracy of 5%, 12% and 9% respectively. A comparison of the EFIS results with those obtained using five other thresholding methods revealed improvements. On the other hand, EFIS has some weak points, such as some fixed parameters and an inefficient feature calculation process.	algorithm;digital image;discrepancy function;electronic flight instrument system;experiment;fuzzy control system;fuzzy set;image analysis;image segmentation;machine learning;medical image computing;medical imaging;region growing;rule-based system;statistical region merging;thresholding (image processing)	Ahmed A. Othman	2013			computer vision;computer science;machine learning;segmentation-based object categorization;data mining;image segmentation;scale-space segmentation	Vision	42.526028511884	-72.72912007612591	181069
fda5d212c729a90cb2cd66c6abf480d4d04e0444	detection of arterial lumen in sonographic images based on active contours and diffusion filters	carotid artery lumen;active contour;robust estimator;point location;segmentation;gold standard;energy function;ultrasound imaging;ultrasound image;carotid artery;sensitivity analysis;complex diffusion;parametric active contours;active contour model	This paper presents a scheme for extracting carotid artery contours from ultrasound images using a modified active contour model. The scheme uses a single seed point as an input. A complex diffusion filter is used to provide a robust estimation of the image's edge map. This edge map is used to define the external energy function for the proposed active contour. The scheme produces accurate results compared to the gold standard images. Moreover, the proposed snake model was compared to two snake models found in literature. While the first model uses Canny edge detector, the second employs the Sobel operator to calculate the image's edge map. Experimental results over a set of 40 images show that the proposed model outperforms the other two models. Finally, sensitivity analysis over the entire set of test images revealed that the scheme is insensitive to the seed point location, as long as it is located inside the artery area.		Amr R. Abdel-Dayem	2010		10.1007/978-3-642-13775-4_13	computer vision;computer science;active contour model;mathematics;statistics	Vision	45.38248668429305	-73.00405790698828	181407
26f8dd26351b2c99cbd3a64834968d970c3967ce	a kernel fuzzy clustering infrared image segmentation algorithm based on histogram and spatial restraint	histograms;kernel;image segmentation;gray scale;clustering algorithms;correlation;algorithm design and analysis	Because the contrast of the image for guiding the high-speed infrared air-to-air missile is low, its signal to noise ratio is poor and the target and its background gray-scale coupling is strong, the paper analyzes the reasons why the threshold value segmentation method and the fuzzy C-means clustering method have the over-segmentation and under-segmentation in segmenting the above type of image. Hence we propose the kernel fuzzy clustering segmentation algorithm based on histogram and spatial constraint, which utilizes the global first-moment histogram of the infrared image to restrict the number of clusters and the clustering center, improves the spatial correlation function that fully manifests the correlations among pixels inside a neighbor domain and reconstructs the membership degree matrix and the clustering central function, thus segmenting the infrared image with the kernel fuzzy clustering algorithm. The results on the experiments on a sequential infrared image show preliminarily that, compared with the traditional threshold value segmentation algorithm, the fuzzy C-means segmentation algorithm and the kernel fuzzy clustering algorithm, the improved algorithm proposed in the paper can reduce entropy segmentation by about 60% on average and increase the correlation degrees among clusters by around 10%, thus enhancing to a certain extent the efficiency and precision for segmenting the fuzzy image whose target gray-scale and background gray-scale are strongly coupled.	algorithm;cluster analysis;degree matrix;experiment;first-order predicate;fuzzy clustering;grayscale;image segmentation;iteration;kernel (operating system);mcgurk effect;pixel;signal-to-noise ratio	Shaoyi Li;Jun Ma	2016	2016 9th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)	10.1109/CISP-BMEI.2016.7852728	correlation clustering;algorithm design;computer vision;data stream clustering;range segmentation;kernel;k-medians clustering;fuzzy clustering;flame clustering;computer science;canopy clustering algorithm;machine learning;segmentation-based object categorization;pattern recognition;cure data clustering algorithm;histogram;mathematics;region growing;image segmentation;cluster analysis;scale-space segmentation;correlation;grayscale	Vision	43.66816279011927	-71.00352729122991	181479
0913b67bdef082f4155608688a2363f6f48fd360	a bio-inspired software for segmenting digital images	image segmentation presses biomedical imaging;image segmentation biocomputing computer vision image representation;biocomputing;bio inspired representations;image segmentation;bio inspired software;presses;biomedical imaging;membrane computing bio inspired software digital image segmentation computer vision bio inspired representations 2d digital images;2d digital images;computer vision;image representation;digital image;membrane computing;digital image segmentation	Segmentation in computer vision refers to the process of partitioning a digital image into multiple segments (sets of pixels). It has several features which make it suitable for techniques inspired by nature. It can be parallelized, locally solved and the input data can be easily encoded by bio-inspired representations. In this paper, we present a new software for performing a segmentation of 2D digital images based on Membrane Computing techniques.	british informatics olympiad;computer vision;digital image;membrane computing;parallel computing;pixel	Daniel Díaz-Pernil;Helena Molina-Abril;Pedro Real Jurado;Miguel A. Gutiérrez-Naranjo	2010	2010 IEEE Fifth International Conference on Bio-Inspired Computing: Theories and Applications (BIC-TA)	10.1109/BICTA.2010.5645062	computer vision;feature detection;image analysis;binary image;image processing;computer science;machine learning;segmentation-based object categorization;digital image processing;image segmentation;scale-space segmentation;automatic image annotation;digital image;computer graphics (images)	Robotics	43.744286725525946	-68.78960318754088	181605
b872ab3556df90adfeea9a40675efab29b04690c	the sperm video segmentation based on dynamic threshold	growing arithmetic;image segmentation;brightness characteristics;video segmentation;region growing arithmetic;gray scale;movement characteristics;image characteristics;dynamic threshold;sperm region sperm video segmentation dynamic threshold threshold segmentation image characteristics growing arithmetic movement characteristics brightness characteristics region growing algorithm;machine learning;image color analysis;heuristic algorithms;sperm region;medical image processing;pixel;threshold segmentation;medical image processing image segmentation;image segmentation heuristic algorithms pixel algorithm design and analysis gray scale image color analysis machine learning;dynamic threshold image segmentation region growing arithmetic;region growing;sperm video segmentation;algorithm design and analysis;region growing algorithm	In this paper, the method of threshold segmentation is introduced, which focus on the image characteristics of the sperm video, base on the dynamic threshold and combine with region growing arithmetic. The method is based on the movement characteristics and the brightness characteristics of the objective sperm to distinct, and then uses the region growing algorithm to calculate the sperm region, finally according to this gray area to determine the threshold. The results show that this method has better performance to divide the sperm goal.	algorithm;memory segmentation;region growing	Zheng Li Xuan;Wang Zhi Yan	2010	2010 International Conference on Machine Learning and Cybernetics	10.1109/ICMLC.2010.5580766	algorithm design;computer vision;computer science;machine learning;pattern recognition;region growing;image segmentation;pixel;grayscale;computer graphics (images)	Robotics	43.28989306553626	-68.34236519909773	182472
f3698a7d29ba4e791dc05d9505ed02fdd22fa629	effects of hyperellipsoidal decision surfaces on image segmentation in artificial color	eye;image segmentation;spectrum;degeneration;distance metric;pattern recognition	bstract. Artificial color uses the projection of the spectrum into wo or more broad, overlapping spectral bands to discriminate, pixel y pixel, among user-defined classes of objects. As initially praciced, it used a sequence of hyperspherical regions of the decision pace to define class membership. Of course, a hypersphere is just degenerate hyperellipsoid; thus, exploring the effect of loosening hat degeneracy seemed appropriate. Initially, we use two-foci hyerellipsoids with a hyperellipsoidal distance metric to classify pixels ith dramatic improvement in performance. We explore the work ven further by allowing many foci and noting the effects of inreased complexity of the decision surfaces. In the example case, hree foci gave superior performance to one or two foci, but four dded little improvement. © 2010 SPIE and IS&T. DOI: 10.1117/1.3377146	decision boundary;degeneracy (graph theory);image segmentation;mexican hat wavelet;pixel;ven (currency)	Jian Fu;H. John Caulfield;Dongsheng Wu;Trent Montgomery	2010	J. Electronic Imaging	10.1117/1.3377146	image texture;spectrum;computer vision;metric;computer science;machine learning;segmentation-based object categorization;pattern recognition;mathematics;image segmentation;scale-space segmentation	Vision	43.032489848261065	-67.38160475947028	183056
c9e1f63f0c4a626b251d298f995c36aaf69fd9e0	a fuzzy dissimilarity function for region based segmentation of color images	image segmentation;image processing;expert systems;etude experimentale;logique floue;base connaissance;traitement vectoriel;traitement image;fuzzy logic;segmentation image;systeme expert;imagen color;vector processing;image couleur;color image;knowledge base	In this paper a novel Fuzzy Rule Based Dissimilarity Function is presented, to determine the hierarchical merging sequence in a region based segmentation scheme. The proposed technique, based on distinct region features and fuzzy logic principles, is designed to cope with the problems inherent in the segmentation task that the traditional merging cost functions cannot overcome. It combines the global (color) and local (spatial) information of the image to compare two adjacent regions in the rgb space. The validity of the approach has been subjectively and objectively verified for several types of color images such as head and shoulders, natural and texture images.	color;fuzzy logic;fuzzy rule	Sokratis Makrogiannis;George Economou;Spiros Fotopoulos	2001	IJPRAI	10.1142/S0218001401000861	fuzzy logic;computer vision;knowledge base;vector processor;color image;image processing;computer science;artificial intelligence;pattern recognition;mathematics;image segmentation;scale-space segmentation	Vision	43.440525437337655	-66.53221581795745	183069
386d8beb28ffa2c18816458c2d3b3ddaf982bd27	genetic optimisation of the image feature extraction process	performance measure;image features;image recognition;low level feature extraction;building block;early vision optimisation;genetics;feature extraction;genetic algorithm;hill climbing;genetic optimisation;fitness function	Abstract   The transformation of signals to symbols is critically important if higher levels of image recognition are to use them as building blocks for scene interpretation. In this paper, we investigate the optimisation of the feature extraction chain by using Genetic Algorithms. The fitness function is a performance measure which reflects the quality of an extracted set of features. We will present some results and compare them with a Hill-Climbing optimisation approach.	feature (computer vision);feature extraction;mathematical optimization	Majid Mirmehdi;Phil L. Palmer;Josef Kittler	1997	Pattern Recognition Letters	10.1016/S0167-8655(97)00015-9	computer vision;genetic algorithm;feature extraction;computer science;hill climbing;machine learning;pattern recognition;fitness function;feature	Vision	41.867251288484	-67.50398923147904	183415
ea83f88c0908f5b23d9e5e5f4d0f60bae0594683	hierarchical mergence approach to cell detection in phase contrast microscopy images	software;image processing computer assisted;artifacts;image enhancement;antineoplastic agents;microscopy phase contrast;cell proliferation;artificial intelligence;algorithms;pattern recognition automated;humans	Phase contrast microscope is one of the most universally used instruments to observe long-term cell movements in different solutions. Most of classic segmentation methods consider a homogeneous patch as an object, while the recorded cell images have rich details and a lot of small inhomogeneous patches, as well as some artifacts, which can impede the applications. To tackle these challenges, this paper presents a hierarchical mergence approach (HMA) to extract homogeneous patches out and heuristically add them up. Initially, the maximum region of interest (ROI), in which only cell events exist, is drawn by using gradient information as a mask. Then, different levels of blurring based on kernel or grayscale morphological operations are applied to the whole image to produce reference images. Next, each of unconnected regions in the mask is applied with Otsu method independently according to different reference images. Consequently, the segmentation result is generated by the combination of usable patches in all informative layers. The proposed approach is more than simply a fusion of the basic segmentation methods, but a well-organized strategy that integrates these basic methods. Experiments demonstrate that the proposed method outperforms previous methods within our datasets.	blurred vision;cell movement;description;flow;gradient descent;grayscale color map;greater than;hl7publishingsubsection <operations>;heuristic;inference;information;instrument - device;kernel;mathematical morphology;microscope device component;microscopy, phase-contrast;morphologic artifacts;otsu's method;patch (computing);precondition;raw image format;region of interest;small;anatomical layer;biologic segmentation	Lei Chen;Jianhua Zhang;Shengyong Chen;Yao Lin;Chunyan Yao;Jianwei Zhang	2014		10.1155/2014/758587	computer vision;simulation;computer science;machine learning;cell growth;algorithm;computer graphics (images)	Vision	39.86104986982321	-73.05183793166886	183565
