id	title	keywords	abstract	entities	authors	year	journal	doi	fos	area	x	y	ix
0f076f89c9648cf7af24932de71b85f1ec470cb7	a computational framework for location analysis	allocation rule;decision theory facility location resource allocation;resource allocation;marketing and sales decision making performance analysis planning geographic information systems management information systems profitability guidelines performance evaluation demography;objective function;geographic information systems;decision theory;decision support systems;management information systems;planning;objective function computational framework location analysis decision making framework location allocation models;decision making framework;facility location	Location analysis decisions are interrelated and should be made within a single decision-making framework. A framework within which a number of location strategies can be placed is presented. Location-allocation models are improved in two ways: 1) the allocation rule is developed to more accurately reflect customer choice processe; and 2) the objective function is developed to incorporate future changes. Computational support for this framework is described.	computation;location-allocation;location-based service;loss function;optimization problem	John A. Keane;T. A. Ward	2002	IEEE Trans. Systems, Man, and Cybernetics, Part A	10.1109/TSMCA.2002.804819	planning;decision support system;decision theory;decision engineering;resource allocation;computer science;knowledge management;facility location problem;management information systems;decision rule;management science	HCI	9.804346780755541	-1.7296115159971361	148724
6ce23b4a1130f25efe54b2d62768333375250e7c	the privacy analysis of battery control mechanisms in demand response: revealing state approach and rate distortion bounds	demand response;utility;stochastic systems data privacy demand side management energy storage rate distortion theory secondary cells;batteries privacy electricity upper bound optimization entropy;random walk;scheduling;random walk privacy storage entropy scheduling utility demand response;entropy;stochastic control privacy analysis battery control mechanisms demand response rate distortion bounds revealing state approach in home demands rate distortion approach privacy cost savings tradeoff uniform distributions in home energy storage system;storage;privacy	Demand response systems in the electricity grid, which rely on two way communication between the consumers and utility, require the transmission of instantaneous energy consumption to utilities. Perfect knowledge of a user's power consumption profile by a utility is a violation of privacy and can be detrimental to the successful implementation of demand response systems. It has been shown that an in-home energy storage system (such as a battery/inverter) that provides a viable means to achieve the cost savings of instantaneous electricity pricing without inconvenience can also be used to hide a user's power usage pattern. A fundamental tradeoff exists between the costs saved and the degree of privacy achievable, and in this paper, the tradeoff achievable by a finite capacity battery assuming a zero tolerance for activity delay is studied using a Markov process model for user's demands and instantaneous electricity prices. Due to high computational complexity (continuous state-action space) of the stochastic control model, inner and upper bounds are presented on the optimal tradeoff. In particular, a class of battery charging policies based on minimizing revealing states is proposed to derive achievable privacy-cost savings tradeoff. The performance of this algorithm is compared with lower bounds derived using a greedy heuristic and upper bounds derived using an information theoretic rate distortion approach. The framework proposed is shown to be applicable even when users only desire partial information protection, such as presence/absence of activity or specific appliances they wish to hide. Numerical results based on real electricity and pricing data show that the proposed algorithm performs close to the upper bound demonstrating its efficacy.	battery charger;computational complexity theory;computer data storage;control system;distortion;greedy algorithm;heuristic;information security;marginal model;operating point;power inverter;privacy;process modeling;rate–distortion theory;requirement;stochastic control	Jiyun Yao;Parv Venkitasubramaniam	2014	IEEE Transactions on Smart Grid	10.1109/CDC.2014.7039594	entropy;mathematical optimization;computer science;mathematics;privacy;scheduling;random walk;utility;statistics	Embedded	3.293183287814649	2.995643025700668	149528
019bd664541906570449c41b8d1862e270da4725	minimal forecast horizons and a new planning procedure for the general dynamic lot sizing model: nervousness revisited	and sensitivity analysis;planning horizons;lot sizing;inventory production policies	We show for the general dynamic lot sizing model how minimal forecast horizons may be detected by a slight adaptation of an earlier 0(n log n) or 0(n) forward solution method for the model. A detailed numerical study indicates that minimal forecast horizons tend to be small, that is, include a small number of orders. We describe a new planning approach to ensure stability of the lot sizing decisions over an initial interval of time or stability horizon in those (relatively rare) cases where no planning horizon is detected or where the stability horizon extends beyond the planning horizon. To this end, we develop a heuristic, butfull horizon-based adaptation of the optimal lot sizing schedule, designed to minimize an upper bound for the worst-case optimality gap under the desired stability conditions. We also show how the basic horizon length n may be chosen to guarantee any prespecified positive optimality gap.	best, worst and average case;heuristic;numerical analysis	Awi Federgruen;Michal Tzur	1994	Operations Research	10.1287/opre.42.3.456	mathematical optimization;operations management;operations research	Robotics	3.9133540863523884	-2.0468778866115467	149905
3ddd6b32c5e4a01f35b1041a917956deed3520b1	the value of information and stochastic programming	value of information;stochastic programming	The problem of planning under uncertainty has many aspects; in this paper we consider the aspect that has to do with evaluating the state of information. We address ourselves to the question of how much better (i.e., how much more profitable) we could expect our plans to be if somehow we could know at planning time what the outcomes of the uncertain events will turn out to be. This expected increase in profitability is the “expected value of perfect information” and represents an upper bound to the amount of money that it would be worthwhile to spend in any survey or other investigation designed to provide that information beforehand. In many cases, the amount of calculation to compute an exact value is prohibitive. However, we derive bounds (estimates) for the value. Moreover, in the case of operations planning by linear or convex programming, we show how to evaluate these bounds as part of a post-optimal analysis.	stochastic programming	Mordecai Avriel;A. C. Williams	1970	Operations Research	10.1287/opre.18.5.947	stochastic programming;mathematical optimization;value of information;mathematics;management science;expected value of perfect information;welfare economics;statistics	Robotics	3.218155098562518	-2.434985107940441	151209
bfc5f8633d1cdfdec4d4e26ea8360ab507ac76ae	supporting supply chain planning and scheduling decisions in the oil and chemical industry	fixed cost;chemical industry;decision support tool;computacion informatica;mixed integer non linear programming;real time;grupo de excelencia;strategic business planning;planning and scheduling;strategic planning;mathematical programming;ciencias basicas y experimentales;supply chain planning;quimica;supply chain;capacity utilization;business planning;competitive advantage	In the downstream oil & chemical industry Planning and Scheduling are resource intensive, complex, rolling processes. Decisions are taken at different stages within the supply chain (Supply, Manufacturing & Distribution) and at different levels in the management hierarchy (Planning, Scheduling & Operations). They differ in business scope, time horizon & resolution, data certainty & accuracy, process detail and optimizing mechanism. Aligning each step of this complex process is critical to competitive advantage. Decision support tools must therefore be provided within a coherent framework. Including mechanisms which allow consistent economic and operational steering, taking due account of available (real-time) information on actual operations and market economics. At the strategic and global planning level for a network of manufacturing plants, decisions have to be taken on feedstock procurement & distribution, utilization of production capacities, utilization of modes of transport and demand allocation. Not only existing capabilities have to be considered but also new opportunities in all areas have to be evaluated. The resulting Mathematical Programming model is a Mixed Integer Non-Linear Programming (MINLP) model: Integer aspects arise because of e.g. fixed costs / investment costs, tiered pricing and cargo costs. Non-linear relations are mainly caused by multiplication of quantityand economic-variables. In the presentation, the various strategic planning problem areas, the contents of the MINLP aspects and the implemented solution approach will be further elaborated. The use of such models during the aforementioned (strategic) decision taking process yields substantial benefits not only in economic terms but also in improved understanding of the interactions between the various components of the business.	automated planning and scheduling;coherence (physics);downstream (software development);interaction;linear programming;mathematical optimization;nonlinear programming;procurement;programming model;real-time clock;scheduling (computing)	Winston Lasschuit;Nort Thijssen	2004	Computers & Chemical Engineering	10.1016/j.compchemeng.2003.09.026	mathematical optimization;chemical industry;simulation;strategic planning;capacity utilization;systems engineering;engineering;management science;supply chain;competitive advantage;fixed cost	AI	9.500108964198997	-2.432090895212009	151456
52ebbab3deab1c76a941217742c6817776f6071a	a case study of maintenance service centre using simulation modelling approach	service centre;maintenance;servers;queuing theory;waiting time	A model is presented in this paper for maintenance service centers of electronic devices. This model is developed under the assumption that there are infinite customers having complaints in their appliances and limited number of service providers who will attend the complaints and take the appropriate action to rectify them. Service centers overcrowding represents a common characteristic that may affect the quality and efficiency of maintenance services. Analyzing the Service centers (SC) during the last one year we have observed a constant increasing of number of customers. For each SC it is a challenge to decrease the complaints’ waiting time, to provide timely repair and to improve the customer’s satisfaction. Long waiting times is the most important problem in customer’s satisfaction. We have asked many customers to get the idea of the most frequent problems, which are about the waiting time which is too long and the personnel which is insufficient. To manage these situations we will use queuing models which can provide reasonably accurate evaluations of our system’s performance. The results of this study can help us to understand the broader problem, the relationship between resources and waiting times, and to provide a solution to face the daily crisis.	simulation	Prachi Jain;Rashid Ali	2017	JoSSR	10.1007/s12927-017-0003-5	service provider;overcrowding;queueing theory;operations management;engineering;server	ECom	4.859325897749268	0.9018510717232561	151519
2648a00c9921ab536dd89c0f611e911079060ba0	hedging against uncertainty: a tale of internet data center operations under smart grid environment	minimisation;energy efficiency;google;hedging;time varying;forward contract;cost function;smart power grids cloud computing internet minimisation power engineering computing power markets pricing;energy efficient;uncertainty;pricing;electricity prices;internet data centers electricity markets energy efficiency energy management forward contract hedging;electricity market;operational risk;data center;servers;power markets;power engineering computing;internet;forward contracts;deregulated electricity market internet data center operations smart grid environment idc operation online services internet services cloud computing power consumption power management time varying electricity prices quality of service electricity market environment operation risk minimization problem bilevel programming optimal hedging algorithm google;smart power grids;power management;electricity markets;internet services;electricity;electricity uncertainty servers forward contracts electricity supply industry google cost function;power consumption;electricity supply industry;quality of service;bilevel programming;internet data centers;energy management;cloud computing	Internet Data Center (IDC) supports the reliable operations of many important online services. As the demand of Internet services and cloud computing keep increasing in recent years, the power usage associated with IDC operations had been surging significantly. Such mass power consumption has brought heavy burden on IDC operators. Recently there are extensive research on power management for IDCs. However, one important challenge faced by IDC operators has been overlooked. How to handle the uncertainties in IDC operations is a challenging task. The uncertainties come from both the dynamic workload and time-varying electricity prices. In this paper, we systematically investigate the problem of minimizing the operation risk of IDCs against those uncertainties at the same time guaranteeing quality of service under deregulated electricity market environment. We propose a novel hedging scheme and model the operation risk minimization problem as a bilevel programming. We also design an optimal hedging algorithm. We conduct extensive evaluations based on real-life workload data from Google and electricity price data from deregulated electricity market for multiple IDC locations. Results show that our scheme can significantly reduce the operation risk by countering the uncertainties.	algorithm;cloud computing;data center;e-services;holism;load balancing (computing);power management;quality of service;real life;web service	Lei Rao;Xue Liu;Le Xie;Zhan Pang	2011	IEEE Transactions on Smart Grid	10.1109/TSG.2011.2159523	computer science;marketing;operations management;efficient energy use;bilevel optimization;forward contract;commerce	DB	2.896778940054835	2.721049338989448	151548
cc6ee83cee5799bb7a1bd37fb7e1de6ad9f2f993	ups reliability analysis with non-exponential duration distribution	mean time between failure;uninterruptible power systems;fault tree;failure mode;semi markov process;monte carlo method;life and repair time duration distribution;reliability analysis;monte carlo simulation;analytical model	In this paper, the reliability performance of unint erruptible power systems (UPS) is studied. After the description of the protection system agai nst anomalous conditions, a brief failure mode anal ysis is performed in order to define the fault tree refe ring to compensator output voltage. An analytical model able to deal with non-exponential life and repair t ime distributions is developed, using semi-Markov processes and assuming stochastic independence for the components of the system under study. The mean time between failure ( MTBF) and the mean time to restoration ( MTTR) of the compensator output voltage are then calculated exactly. Finally a mechanical bypass switch, which connects the load to the mains directly during long failures , is taken into account in the MTBF calculation via a simple approximation. Monte Carlo simulations are performed to validate t h results of the analytical model and of the approximation.	approximation;bypass switch;circuit restoration;comstock–needham system;failure cause;fault tree analysis;ibm power systems;markov property;mean time between failures;mean time to recovery;monte carlo method;reliability engineering;semiconductor industry;simulation;stochastic process;time complexity;ups (debugger)	Antonio Pievatolo;Ivan Valadè	2003	Rel. Eng. & Sys. Safety	10.1016/S0951-8320(03)00087-5	reliability engineering;real-time computing;engineering;mathematics;statistics;monte carlo method	Metrics	6.925209865924408	-0.18396185746536392	152340
93b23a86bbaf123d4ac0f4ab020560e36c7bb4a3	optimal replacement policy for a repairable system with deterioration based on a renewal-geometric process		The optimal replacement policy is proposed for a new maintenance model of a repairable deteriorating system to minimize the average cost rate throughout the system life cycle. It is assumed that the system undergoes deterioration with an increasing trend of deterioration probability after each repair. More specifically, a novel maintenance model is first presented based on a new defined renewal-geometric process, which splits the operation process into an early renewal process and a late geometric process to characterize such a special deterioration delay. Then, the average cost rate for the new model is formulated according to the renewal-reward theorem. Next, a theorem is presented to derive the theoretical relationships of optimal replacement policies for the geometric-process maintenance model and the new proposed model, respectively. Finally, numerical examples suggest that the optimum values can be determined to minimize the average cost rates.	numerical analysis;system lifecycle	Caiyun Niu;Xiaolin Liang;Bingfeng Ge;Xue Tian;Yingwu Chen	2016	Annals OR	10.1007/s10479-016-2133-4	operations management	EDA	6.870964434166552	-1.1073082938260936	155837
f61f078eeb48309f2903a25472ff071bc3db0f78	lot sizing with randomly graded yields	politica optima;semiconducteur;variable aleatoire;qualite;lognormal distribution;variable aleatoria;loi lognormale;inventory production;optimal policy;semiconductor material;yield;random grading after production;administracion deposito;stability;ciclo;one way substitutions;economic order quantity;stochastic;ley lognormal;semiconductor materials;tamano lote;taille lot;quality;random variable;gestion stock;lot sizing;quantite economique a commander;production scheduling;cantidad economica pedida;rendimiento;stabilite;cycle;politique optimale;inventory control;rendement;estabilidad;calidad	We consider a single inventory item that is graded into one of two quality levels after production. The proportion of grade one units produced in a lot is a random variable assumed to follow the lognormal distribution. Demands for grade 2 may be filled with grade 1 product, but not vice versa. Assuming that demands for the two grades are known and constant, we develop a continuous review model in which cycles are defined as times when total inventory equals zero. Since grade 1 inventory may be depleted before total stock and shortages are not permitted, cycles may consist of multiple set-ups. We show that the optimal order-to-point, S, has a form similar to the EOQ. Tables of the CDF of an appropriately defined unit normal multivariate distribution are incorporated into a spreadsheet to facilitate calculations for any parameter setting.	randomness	Steven Nahmias;Kamran Moinzadeh	1997	Operations Research	10.1287/opre.45.6.974	inventory control;random variable;yield;economic order quantity;stability;operations management;log-normal distribution;mathematics;scheduling;mathematical economics;stochastic;operations research;statistics	Crypto	5.692050988219801	-2.084527979686667	156661
