id	area	title	year	x	y	ix
1497295	Vision	statistical modeling and processing of high frequency ultrasound images: application to dermatologic oncology. (modélisation et traitement statistiques d'images d'ultrasons de haute fréquence. application à l'oncologie dermatologique)	2012	-10.355594243018217	-17.94239435212819	1497322
1497409	Visualization	ve-lli-vo: vessel enhancement using local line integrals and variational optimization	2011	-9.728659982391914	-18.769589347404143	1497436
1497434	Vision	3d bilateral filtering of cardiac dt-mri data	2013	-9.356078579469852	-18.769764114140862	1497461
1498710	Vision	on elastic image registration with varying material parameters	2005	-11.018491518808858	-19.28349449722918	1498737
1498745	Robotics	on the performance of improved icp algorithms for registration of intra-ultrasound with pre-mr images; a phantom study	2012	-10.291482918600057	-19.11173274257121	1498772
1499020	Graphics	interactive deformation of structurally complex heart models constructed from medical images	2016	-9.753762142668176	-17.898993418448292	1499047
1499549	Vision	evaluation of super-resolution methods in the context of colonic polyp classification	2014	-9.911596491174393	-18.922660128757116	1499576
1499847	Vision	retrospective evaluation of a topology preserving non-rigid registration method	2006	-9.327520482267056	-18.326541087770707	1499874
1499911	Vision	a 3-d robust detail preserving anisotropic diffusion for speckle reduction in 3-d cattle follicle ultrasound image	2015	-10.592590040264538	-17.70790055889777	1499938
1502923	Vision	an efficient optimization framework for multi-region segmentation based on lagrangian duality	2013	-9.52373995641793	-19.375170934586365	1502950
1503308	Vision	three-dimensional reconstruction of large tissue volumes from scanning laser confocal microscopy	2004	-10.94735763738137	-18.26801187028827	1503335
1508555	Vision	adaptive graph cuts with tissue priors for brain mri segmentation	2006	-9.344853476307911	-19.08009366119055	1508582
1508577	AI	a bayesian approach to quantifying uncertainty in tikhonov solutions for the inverse problem of electrocardiography	2014	-10.509938122257633	-17.826396008494388	1508604
1508986	Vision	definition of a 4d continuous polar transformation for the tracking and the analysis of lv motion	1997	-9.997406138393313	-18.90645239462477	1509013
1509164	Vision	generalized stochastic tube model: tracking 3d blood vessels in mr images	1994	-9.647042506560126	-19.32248975033323	1509191
1509245	Vision	reconstructing patient-specific cardiac models from contours via delaunay triangulation and graph-cuts	2013	-9.739803570380397	-19.22199400708281	1509272
1509661	Vision	reference-driven mr image reconstruction with sparsity and support constraints	2011	-10.762492313787485	-17.878858977808477	1509688
