id	area	title	year	x	y	ix
2841822	Theory	computational risk management techniques for fixed charge network flow problems with uncertain arc failures	2013	-5.462938691146195	4.863655184127325	2841849
2843743	ML	the incremental cooperative design of preventive healthcare networks	2019	-6.005648154116588	4.871741783173944	2843770
2846332	Robotics	exact and heuristic approaches for the cycle hub location problem	2017	-5.9865198556804815	5.448944748154959	2846359
2846535	HCI	strategies for evacuating from an affected area with one or two groups	2014	-5.825986775051549	4.910827064444791	2846562
2847536	AI	an optimization algorithm for cutting stock problems in the tft-lcd industry	2009	-5.359273848146139	5.0355465152988295	2847563
2848193	AI	genetic algorithm for network cost minimization using threshold based discounting	2003	-5.620231131420734	5.145347637165972	2848220
2848575	Theory	an exact algorithm for the capacitated vehicle routing problem based on a two-commodity network flow formulation	2004	-5.660827417934036	5.129408764907391	2848602
2850464	Vision	the assignment problem with external interactions	1997	-5.519524377502165	5.107774553980863	2850491
2853366	Robotics	operation sequencing using ant colony optimization technique	2005	-5.359834412491238	5.225425709802843	2853393
2853700	AI	solving the vehicle routing problem with time windows and multiple routes exactly using a pseudo-polynomial model	2011	-5.95354015032624	5.078317160448234	2853727
2854735	EDA	cycle-based neighbourhoods for fixed-charge capacitated multicommodity network design	2003	-5.607346416742888	4.72324695322395	2854762
2859436	Theory	a column generation heuristic for congested facility location problem with clearing functions	2013	-5.557844813900728	5.206967615232632	2859463
2859482	Robotics	a genetic algorithm approach for modelling and optimisation of majsp- part i: modelling	2011	-5.335360263376084	4.88823573936173	2859509
2861259	Theory	the multi-source weber problem with constant opening cost	2004	-5.934270858536612	4.851406601780185	2861286
2862279	Theory	a reclaimer scheduling problem arising in coal stockyard management	2016	-6.015857574520481	5.404122376815015	2862306
2865595	EDA	layout design problems with heterogeneous area constraints	2016	-5.562533527292981	4.920937927627278	2865622
2866014	Robotics	total unimodularity and degeneracy-aware dantzig-wolfe decomposition for large-capacity cell transmission model	2011	-5.8075189918416985	5.13059695100773	2866041
2868896	AI	an iterated local search for the budget constrained generalized maximal covering location problem	2014	-5.555374091121113	5.486321213261288	2868923
2868961	Theory	a variable neighborhood search for solving the multi-vehicle covering tour problem	2015	-6.072486294604032	5.242920987224914	2868988
2872106	AI	a new model and hybrid approach for large scale inventory routing problems	2008	-5.392001799880664	4.9142697583815895	2872133
2872144	AI	a new mixed integer programming formulation for facility layout design using flexible bays	2006	-5.585849615405358	4.782340490941753	2872171
2873385	AI	an efficient hybrid genetic algorithm to solve assembly line balancing problem with sequence-dependent setup times	2012	-5.756099424653393	4.598462150029852	2873412
2874033	AI	the railway traveling salesman problem	2004	-5.513446463769737	4.597851271192416	2874060
2875945	AI	solving the multidimensional knapsack problems with generalized upper bound constraints by the adaptive memory projection method	2012	-6.227340442140234	4.832935993428955	2875972
2876394	Theory	a branch-and-bound algorithm for the talent scheduling problem	2014	-5.826837161385928	4.931085452335552	2876421
2879573	ML	exact model for the cell formation problem	2014	-5.8596440131862275	5.423651816225691	2879600
2880371	AI	an incomplete m-exchange algorithm for solving the large-scale multi-scenario knapsack problem	2012	-5.910204110263011	5.2134672214009115	2880398
2880827	Robotics	hybrid genetic algorithm for cutting stock and packaging problems	2016	-5.866118101239032	4.7804209927600585	2880854
2881911	DB	minimal on-road time route scheduling on time-dependent graphs	2017	-5.606027616482696	5.302226465166021	2881938
2884377	Theory	brkga-vns for parallel-batching scheduling on a single machine with step-deteriorating jobs and release times	2017	-5.750108801243067	5.374734984712716	2884404
2884962	Theory	location models with routing considerations for a single obnoxious facility	1993	-5.387662919320149	4.7105705337829935	2884989
2888527	Theory	a hybridization of mathematical programming and dominance-driven enumeration for solving shift-selection and task-sequencing problems	2010	-5.466200134280302	5.026673131562824	2888554
2890152	Theory	models and solution methods for the uncapacitated r-allocation p-hub equitable center problem	2018	-5.705767842672121	5.3878715235537005	2890179
2890840	EDA	optimizing a multi-stage production/inventory system by dc programming based approaches	2014	-5.5983257133452105	4.956595000060221	2890867
2892097	Theory	a multi-shift vehicle routing problem with windows and cycle times	2013	-5.359190229229741	5.08306240719037	2892124
2892130	SE	permutation flowshop group scheduling with position-based learning effect	2016	-5.757374534823401	5.148755878562616	2892157
2893265	Theory	the robust set covering problem with interval data	2013	-6.253567463836682	4.9513731668575875	2893292
2894469	HPC	solving the flow shop problem by parallel simulated annealing	2001	-6.080685628064753	4.92458247579245	2894496
2897637	Robotics	local search based metaheuristics for the robust vehicle routing problem with discrete scenarios	2015	-5.507699927910613	4.681637472277108	2897664
2897732	ML	models and algorithms for the 2-dimensional cell suppression problem in statistical disclosure control	1999	-5.727138525505787	4.574960970748932	2897759
2898440	Robotics	an ant algorithm for the single row layout problem in flexible manufacturing systems	2005	-5.37997154216985	4.922837539451754	2898467
2902433	AI	hybrid flowshop with unrelated machines, sequence-dependent setup time, availability constraints and limited buffers	2009	-5.564429772710409	5.501421974796917	2902460
2902589	Theory	costing communication standards in information systems using a minimum cut approach	2003	-5.4539390140096575	5.519730041720506	2902616
2902722	Robotics	effective ensembles of heuristics for scheduling flexible job shop problem with new job insertion	2015	-5.693092022484077	4.76180496149056	2902749
