id	area	title	year	x	y	ix
1287734	Robotics	uplink/downlink duality in massive mimo systems with hardware impairments	2016	-14.222867489022784	21.766453520249296	1287761
1289440	Networks	cooperative multi-cell mimo downlink precoding with finite-alphabet inputs	2015	-14.150999599850502	22.053089606489266	1289467
1290018	Metrics	a relaying scheme based on diagonalization for multi-relay symmetric mimo communication networks	2017	-13.997018391407108	22.56058078045288	1290045
1290441	EDA	short-term power allocation for slowly fading channels based on markov prediction	2009	-13.200368211151394	20.958919924139426	1290468
1291368	Mobile	robust interference management via linear precoding and linear/non-linear equalization	2016	-14.01307000374745	22.59852046975995	1291395
1291449	Mobile	beamforming design for full-duplex two-way amplify-and-forward mimo relay	2016	-14.272686056746448	21.679903947685162	1291476
1293858	Mobile	interference alignment in partially coordinated multipoint receivers	2013	-13.869591705580664	21.14291196055971	1293885
1294849	Mobile	inter-cell interference sub-space coordination for 5g ultra-dense networks	2017	-13.303431040230231	22.051062520433348	1294876
1295023	Arch	outage performance of cognitive radio systems with improper gaussian signaling	2015	-13.060668274077274	20.91466237502382	1295050
1295029	ML	asynchronous iterative waterfilling for gaussian frequency-selective interference channels: a unified framework	2006	-14.720258736428919	21.81985380195491	1295056
1295042	HCI	adaptive power control with mmse multiuser detectors	1997	-14.187151747847476	22.03334374418885	1295069
1296267	Arch	dynamic interference mitigation for generalized partially connected quasi-static mimo interference channel	2011	-13.957177507691533	21.127504627923773	1296294
1296309	ML	joint signal and channel state information compression for uplink network mimo systems	2013	-13.989092357058876	20.99486115013637	1296336
1297146	Vision	adaptive distributed space-time coding for cooperative mimo relaying systems	2012	-14.284746813414635	21.78218892686204	1297173
1297987	EDA	joint data and power allocation in hda transmission with bandwidth compression over fading channels	2017	-14.566066341151412	21.543113038408524	1298014
1298402	Robotics	user selection for the mimo broadcast channel with a fairness constraint	2007	-14.109641833823328	21.531248015186247	1298429
1298886	Mobile	mu-miso transmission with limited feedback	2007	-14.2565548082845	21.00700201136745	1298913
1301968	Mobile	gaussian two-hop relay channel with linear relaying	2011	-13.513147496302519	21.06979108476456	1301995
1302331	Mobile	orthogonal beamforming using gram-schmidt orthogonalization for multi-user mimo downlink system	2011	-14.744911051272547	21.28684930878929	1302358
1302582	Robotics	secure cognitive radio system with cooperative secondary networks	2015	-13.222409175197324	22.75691767930481	1302609
