id	title	keywords	abstract	entities	authors	year	journal	doi	fos	area	x	y	ix
4337487667069bd83d645788068587567fe46762	towards a platform-independent cooperative human-robot interaction system: ii. perception, execution and imitation of goal directed actions	robot sensing systems;image motion analysis;executable specification;action representation;human robot interaction;learning systems;motion capture;robot vision;learning by example;adaptive systems;human motion;cognition;sparks;robot vision adaptive systems gesture recognition human robot interaction image motion analysis learning by example learning systems;visual perception;humans;goal directed action imitation platform independent cooperative human robot interaction system robot learning adaptive robot platform independent perceptual system human action recognition action learning action perception human understanding teleological reasoning action primitive composition compositional action execution specification icub robot jido robot agency attribution kinect motion capture system human motion tracking action representation spoken language understanding visual perception physical state change;humans robot kinematics context robot sensing systems sparks cognition;gesture recognition;context;robot kinematics;spoken language understanding	If robots are to cooperate with humans in an increasingly human-like manner, then significant progress must be made in their abilities to observe and learn to perform novel goal directed actions in a flexible and adaptive manner. The current research addresses this challenge. In CHRIS.I [1], we developed a platform-independent perceptual system that learns from observation to recognize human actions in a way which abstracted from the specifics of the robotic platform, learning actions including “put X on Y” and “take X”. In the current research, we extend this system from action perception to execution, consistent with current developmental research in human understanding of goal directed action and teleological reasoning. We demonstrate the platform independence with experiments on three different robots. In Experiments 1 and 2 we complete our previous study of perception of actions “put” and “take” demonstrating how the system learns to execute these same actions, along with new related actions “cover” and “uncover” based on the composition of action primitives “grasp X” and “release X at Y”. Significantly, these compositional action execution specifications learned on one iCub robot are then executed on another, based on the abstraction layer of motor primitives. Experiment 3 further validates the platform-independence of the system, as a new action that is learned on the iCub in Lyon is then executed on the Jido robot in Toulouse. In Experiment 4 we extended the definition of action perception to include the notion of agency, again inspired by developmental studies of agency attribution, exploiting the Kinect motion capture system for tracking human motion. Finally in Experiment 5 we demonstrate how the combined representation of action in terms of perception and execution provides the basis for imitation. This provides the basis for an open ended cooperation capability where new actions can be learned and integrated into shared plans for cooperation. Part of the novelty of this research is the robots' use of spoken language understanding and visual perception to generate action representations in a platform independent manner based on physical state changes. This provides a flexible capability for goal-directed action imitation.	abstraction layer;experiment;human–robot interaction;icub;kinect;kinesiology;motion capture;natural language understanding;robot	Stéphane Lallée;Ugo Pattacini;Jean-David Boucher;Séverin Lemaignan;Alexander Lenz;Chris Melhuish;Lorenzo Natale;Sergey Skachek;Katharina Hamann;Jasmin Steinwender;Emrah Akin Sisbot;Giorgio Metta;Rachid Alami;Matthieu Warnier;Julien Guitton;Felix Warneken;Peter Ford Dominey	2011	2011 IEEE/RSJ International Conference on Intelligent Robots and Systems	10.1109/IROS.2011.6094744	computer vision;motion capture;cognition;visual perception;computer science;artificial intelligence;gesture recognition;robot kinematics	Robotics	-32.73850449100934	-40.02342176543091	14292
31dc88bee63cf32a2ac29ed8b221abb1a22f2bd1	characterizing super spreading in microblog: an epidemic-based model	silicon;sina weibo;social networking online information dissemination;predictive models silicon sociology statistics twitter;information propagation regularity;super spreading;epidemiology sina weibo information propagation regularity super spreading compartment model;epidemiology;statistics;predictive models;compartment model;twitter;sair model microblog epidemic based model online social communications information spreading platform super spreading events message transmission information diffusion process hot topic detection information propagation information monitoring contagious disease spread parameterized model epidemic models tweet message diffusion fitting process parameter settings;sociology	"""Microblogs play an important role in online social communications. Different from ordinary pieces of information, some hot topics and emerging news will become much more popular in a very short time with the help of this information spreading platform of microblogs. In these """"super spreading events"""", messages are transmitted to a vast range of individuals through a small portion of users engaged in the information diffusion process, a.k.a. super spreaders. Gaining an awareness of super spreading phenomena and an understanding of patterns of vast-ranged information diffusion process is worthy for several tasks such as hot topic detection, predictions of information propagation, harmful information monitoring and intervention. In this paper, inspired by the analogous patterns of super spreading in both information diffusion and spread of a contagious disease, we build a parameterized model based on well-known epidemic models to characterize super spreading phenomenon of tweet message diffusion accompanied with super spreaders. Through a fitting process, parameter settings under different scenarios are obtained and the corresponding basic reproduction number is also analyzed, which indicates the degree super spreader will affect the spreading. With the help of the SAIR model, some feasible applications can be exploited."""	daylight;multi-compartment model;social network;software propagation	Yu Liu;Bin Wu;Bai Wang	2015	2015 IEEE International Conference on Big Data (Big Data)	10.1109/BigData.2015.7364020	simulation;geography;advertising;communication	DB	-19.66891328405395	-42.714983049815174	14306
1eeb67b12dcc9b967bc65c3c4ff22cad57478a56	extracting share frequent itemsets with infrequent subsets	heuristic data mining;share frequent itemsets;heuristic method;association rules;data mining;association rule mining;share measure;frequent itemset;machine learning;association rule;frequent itemsets;quantitative itemsets	Itemset share has been proposed as an additional measure of the importance of itemsets in association rule mining (Carter et al., 1997). We compare the share and support measures to illustrate that the share measure can provide useful information about numerical values that are typically associated with transaction items, which the support measure cannot. We define the problem of finding share frequent itemsets, and show that share frequency does not have the property of downward closure when it is defined in terms of the itemset as a whole. We present algorithms that do not rely on the property of downward closure, and thus are able to find share frequent itemsets that have infrequent subsets. The algorithms use heuristic methods to generate candidate itemsets. They supplement the information contained in the set of frequent itemsets from a previous pass, with other information that is available at no additional processing cost. They count only those generated itemsets that are predicted to be frequent. The algorithms are applied to a large commercial database and their effectiveness is examined using principles of classifier evaluation from machine learning.	algorithm;association rule learning;heuristic;machine learning;numerical analysis	Brock Barber;Howard J. Hamilton	2003	Data Mining and Knowledge Discovery	10.1023/A:1022419032620	association rule learning;computer science;machine learning;pattern recognition;data mining;database	ML	-5.730390641992736	-35.98273074399933	14326
511a8cb69af8b1eed06b9dff2fcd21cfcda9d13f	sensing healthy lifestyle in urban and rural environments		An extended framework for Android smartphones is employed to obtain objective and subjective measures of relevant lifestyle parameters. Participants were recruited from two very dissimilar environments: the city of Istanbul as one of the largest mega cities worldwide and the rural district of Mersin in the south-eastern part of Turkey. Correlation analysis between subjective ratings and objective sensor data features is performed to illustrate the potential of an automatic detection of health-relevant lifestyle parameters.		Bert Arnrich;Naime Seyma Erdem;Hasan Faik Alan;Cem Ersoy	2014			simulation;geography;environmental protection;cartography	HCI	-20.171727091265296	-32.95731333920589	14366
ffa111d29d9aeddd78040b96226629d01c66553a	next-app prediction by fusing semantic information with sequential behavior		Next-app prediction is the task of predicting the next app that a user will choose to use on the smartphone. It helps to establish a variety of intelligent personalized services, such as fast-launch UI app, intelligent user-phone interactions, and so on. Since app names only provide limited semantic information, the intrinsic relation among apps cannot be fully exploited. Meanwhile, next-app to be used is largely determined by a sequence of apps that a user used recently. To address these challenging problems, this paper first enriches the semantic information of apps by extracting descriptive text of each app from the app store and thus proposes a topic model to transform apps as well as user preferences into latent vectors. Then, a set of nearest neighbors can be constructed based on the similarity of latent vectors and it is employed for training the prediction model. Furthermore, our prediction scheme is built on the temporal sequential data and is modeled by using the chain-augmented Naive Bayes model. Experimental results with a real smartphone application log data have demonstrated that our method achieves higher recall and DCG values compared with several baseline next-app prediction methods.		Changjian Fang;Youquan Wang;Dejun Mu;Zhiang Wu	2018	IEEE Access	10.1109/ACCESS.2018.2883377	topic model;naive bayes classifier;machine learning;semantics;distributed computing;app store;computer science;recall;data modeling;artificial intelligence	ML	-21.746535680550966	-45.657709768892055	14367
ce2e645aacb0290c03a82d5fd24718f908853813	study on covert networks of terroristic organizations based on text analysis	terroristic organizations;domestic terrorist organization;social organization structure;data mining tools;barium;text analysis;organizations algorithm design and analysis artificial neural networks world wide web barium;social network analytical method;data mining;artificial neural networks;terroristic activities;domestic mainstream network;social networking online;social network structure;network analysis tools;text information;social network analysis;network text analysis;world wide web;terroristic network;organizations;data mining network text analysis social network analysis terroristic network;text analysis data mining social networking online terrorism;algorithm design;algorithm design and analysis;text data mining;social network analytical method terroristic organizations text analysis text information domestic mainstream network domestic terrorist organization social network structure social organization structure network analysis tools terroristic activities text data mining data mining tools;artificial neural network;terrorism	Text information on typical domestic terrorist organization released by domestic mainstream network media is collected, and network text analysis tools are adopted to extract the entities that reflect the social network structure of terroristic organizations and the associated data from text information, to construct the covert networks for social organization structure of terrorists. Network analysis tools are adopted to carry out a social network quantitative analysis to the terroristic network characteristics in both individual level and organizational level. The study shows, that text information on terroristic activities from various network media can be effectively processed by text data mining, and visual network models that reflect social organization structure of terrorists can be made accordingly, and this demonstrates that to combine data mining tools with social network analytical method is an effective approach to study the covert networks of terroristic organizations.	covert channel	Duoyong Sun;Shu-Quan Guo;Hai Zhang;Ben-xian Li	2011		10.1109/ISI.2011.5984117	organizational network analysis;algorithm design;computer science;data science;machine learning;data mining;world wide web;artificial neural network	NLP	-22.5307842256109	-51.97416277215297	14479
86a2553f1155782164aad34e472651d0ba1d7be1	characterizing information propagation patterns in emergencies: a case study with yiliang earthquake			software propagation	Lifang Li;Qingpeng Zhang;Jun Tian;Haolin Wang	2018	Int J. Information Management	10.1016/j.ijinfomgt.2017.08.008		HCI	-15.486186420392082	-25.29554709343398	14490
e88a7d49ae81656054d3cecd268a205b5d021cce	on finding the maximum edge biclique in a bipartite graph: a subspace clustering approach.		Bipartite graphs have been proven useful in modeling a wide range of relationship networks. Finding the maximum edge biclique within a bipartite graph is a well-known problem in graph theory and data mining, with numerous realworld applications across different domains. We propose a probabilistic algorithm for finding the maximum edge biclique using a Monte Carlo subspace clustering approach. Extensive experimentation with both artificial and real-world datasets shows that the algorithm is significantly better than the state-of-the-art technique. We prove that there are solid theoretical reasons for the algorithm’s efficacy that manifest in a polynomial complexity of time and space. Keywords—Maximum edge bipartite subgraph; Biclique; Subspace clustering; Data mining; Graph mining	cluster analysis;clustering high-dimensional data;data mining;graph theory;maximum cut;monte carlo method;polynomial;randomized algorithm;structure mining;time complexity	Eran Shaham;Honghai Yu;Xiaoli Li	2016		10.1137/1.9781611974348.36	edge-transitive graph;complete bipartite graph;bipartite graph;simplex graph;biregular graph;matching	ML	-10.287168403072117	-39.92306209462275	14543
6501360921e75069e89c56f3243ab4e9d924accd	a framework to mine high-level emerging patterns by attribute-oriented induction	high level;algorithm;emerging pattern;attribute oriented;rulesets	This paper presents a framework to mine summary emerging patterns in contrast to the familiar low-level patterns. Generally, growth rate based on low-level data and simple supports are used to measure emerging patterns (EP) from one dataset to another. This consequently leads to numerous EPs because of the large numbers of items. We propose an approach that uses high-level data: high-level data captures the data semantics of a collection of attributes values by using taxonomies, and always has larger support than low-level data. We apply a well known algorithm, attribute-oriented induction (AOI), that generalises attributes using taxonomies and investigate properties of the rule sets obtained by generalisation algorithms.		Maybin K. Muyeba;Muhammad Saad Khan;Spits Warnars;John A. Keane	2011		10.1007/978-3-642-23878-9_21	high- and low-level;computer science;artificial intelligence;data science;machine learning;data mining;database	ML	-7.632017821343783	-44.14846433424948	14554
c2d5b06dc569344c623cf3285d8f3447b9cf1116	hybrid simulation algorithms for an agent-based model of the immune response	celada seiden model;agent based model;immune system;computational biology;cellular automata;hybrid simulation;immune response	The immune system is of central interest for the life sciences, but its high complexity makes it a challenging system to study. Computational models of the immune system can help to improve our understanding of its fundamental principles. In this paper, we analyze and extend the Celada-Seiden model, a simple and elegant agent-based model of the entire immune response, which, however, lacks biophysically sound simulation methodology. We extend the stochastic model to a stochastic-deterministic hybrid, and link the deterministic version to continuous physical and chemical laws. This gives precise meanings to all simulation processes, and helps to increase performance. To demonstrate an application for the model, we implement and study two different hypotheses about T cell-mediated immune memory.	agent-based model;algorithm;computation;computational model;simulation	Johannes Textor;Björn Hansen	2009	Cybernetics and Systems	10.1080/01969720902922384	cellular automaton;simulation;immune system;computer science;artificial intelligence;artificial immune system	AI	-5.641221228583367	-49.60173512522582	14574
