id	title	keywords	abstract	entities	authors	year	journal	doi	fos	area	x	y	ix
d4710ba19ed42a87479fbc472d2122644b1d75e6	peak effects in stable linear difference equations		We consider asymptotically stable scalar difference equations with unit-norm initial conditions. First, it is shown that the solution may happen to deviate far away from the equilibrium point at finite time instants prior to converging to zero. Second, for a number of root distributions and initial conditions, exact values of deviations or lower bounds are provided. Several specific difference equations known from the literature are also analyzed and estimates of deviations are proposed. Third, we consider difference equations with non-random noise (i.e., bounded-noise autoregression) and provide upper bounds on the solutions. Possible generalizations, e.g., to the vector case are discussed and directions for future research are outlined.	autoregressive model;best, worst and average case;coefficient;dynamical system;initial condition;markov chain;mathematical optimization;noise (electronics);point of view (computer hardware company);randomness;recurrence relation	Boris T. Polyak;P. S. Shcherbakov;Georgi Smirnov	2018	CoRR		scalar (physics);mathematical analysis;large deviations theory;mathematics;equilibrium point;stability theory;generalization	ML	75.87456049447646	7.4784543416451585	191291
4756397048ec0bd52e0c3be8b72b4a15a24be337	a class of pdes with nonlinear superposition principles		Through assuming that nonlinear superposition principles NLSPs are embedded in a Lie group, a class of 3rd-order PDEs is derived from a general determining equation that determine the invariant group. The corresponding NLSPs and transformation to linearize the nonlinear PDE are found, hence the governing PDE is proved C-integrable. In the end, some applications of the PDEs are explained, which shows that the result has very subtle relations with linearization of partial differential equation.		Peng Li;Keying Liu;Zuliang Pan;Wei-zhou Zhong	2012	J. Applied Mathematics	10.1155/2012/346824	mathematical optimization;mathematical analysis;topology;mathematics	Theory	82.41484992052088	6.532551335602958	191420
bc47807b58af9f75d64865615d73f652982bfff0	systems of riemann-liouville fractional equations with multi-point boundary conditions		We study the existence and multiplicity of positive solutions for a system of nonlinear Riemann–Liouville fractional differential equations, subject to multi-point boundary conditions which contain fractional derivatives. The nonsingular and singular cases are investigated.	boundary case	Johnny Henderson;Rodica Luca	2017	Applied Mathematics and Computation	10.1016/j.amc.2017.03.044	mathematical optimization;mathematical analysis;fractional calculus;calculus;mathematics	Robotics	81.28248126232775	11.15637948338656	191582
9bda2ccd40db9578fcb05177e05c9ef6100f19ba	computability structure of the sobolev spaces and its applications	second order;equation derivee partielle;partial differential equation;continuous function;ecuacion derivada parcial;sobolev spaces;equation ordre 2;second order hyperbolic and parabolic partial differential e;parabolic equation;parabolic partial differential equation;computability;fonction continue;second order equation;ecuacion parabolica;sobolev space;second order hyperbolic and parabolic partial differential;funcion matematica;equation parabolique;espacio sobolev;ecuacion hiperbolica;funcion continua;calculabilite;mathematical function;ecuacion orden 2;fonction mathematique;computer analysis;espace sobolev;equation hyperbolique;hyperbolic equation;computable continuous function;calculabilidad	Abstract   In this paper we present a definition of  s- computability for functions in Sobolev spaces  H   s  ( R   d  ),  s   ϵ   R . Two applications of  s- computability are then discussed. One is to address several open problems regarding classical computable functions; the other is to conduct computable analysis of several important classes of partial differential equations.	computability;spaces	Ning Zhong	1999	Theor. Comput. Sci.	10.1016/S0304-3975(98)00302-8	rice's theorem;mathematical analysis;sobolev inequality;sobolev space;calculus;mathematics;geometry;computable function;computable analysis	ECom	80.46782859525895	10.922732570062026	191794
18cee3b8cc92a604a8da46096b99881dfe6171a9	global attractivity of a higher-order nonlinear difference equation	equation non lineaire;ecuacion no lineal;condition initiale;global solution;analisis numerico;global attractor;ecuacion trascendente;nombre entier;matematicas aplicadas;ecuacion diferencias;mathematiques appliquees;attracteur global;relation recurrence;global asymptotically stable;equation transcendante;difference equation;global attractivity;39a10;analyse numerique;higher order;globally attractor;integer;numerical analysis;condicion inicial;period two solution;transcendental equation;entero;initial condition;taylor and francis;original articles;39xx;recurrence relation;locally asymptotically stable;equation differences;solution globale;atractor global;65q05;non linear equation;applied mathematics;relacion recurrencia;solucion global;invariant interval	In this paper, we investigate the global attractivity of negative solutions of the nonlinear difference equation xn+1 = 1− xn−k A + xn , n = 0, 1, . . . , whereA ∈ (−∞, 0), k is a positive integer and initial conditions x−k, · · · , x0 are arbitrary real numbers. We show that the unique negative equilibrium of abovementioned equation is a global attractor with a basin under certain conditions. AMS Subject Classifications:39A10.	initial condition;nonlinear system;recurrence relation;vhdl-ams	Xiu-Mei Jia;Lin-Xia Hu	2010	Applied Mathematics and Computation	10.1016/j.amc.2010.01.092	integer;mathematical analysis;recurrence relation;higher-order logic;topology;numerical analysis;calculus;transcendental equation;mathematics;initial value problem;differential equation;algebra	Theory	80.26283308754107	9.664446669642725	192016
063b38a20254beca2d057097bbab7f216214b6e5	a control theory point of view on beverton-holt equation in population dynamics and some of its generalizations	sistema lineal;metodo directo;numerical stability;attracteur;control systems;oscillations;systeme commande;systeme equation;sistema control;time varying;analisis numerico;control theory;ecuacion trascendente;matematicas aplicadas;ecuacion diferencias;controlabilidad;mathematiques appliquees;65f05;05bxx;systeme discret;relation recurrence;estabilidad numerica;reference model;controllability;equation transcendante;difference equation;dynamic system;taux croissance;34d45;theorie commande;attractor;matrix inversion;dinamica poblacion;inversion matriz;linear system;equilibrium point;tasa crecimiento;analyse numerique;atractor;stability;controlabilite;control system;14c20;sistema ecuacion;numerical analysis;difference equations;population dynamic;transcendental equation;beverton holt equation;linear dynamical system;equation system;algebra lineal numerica;growth rate;algebre lineaire numerique;population dynamics;inversion matrice;39xx;recurrence relation;stabilite numerique;equation differences;numerical linear algebra;carrying capacity;dynamique population;sistema discreto;point of view;systeme lineaire;65q05;applied mathematics;relacion recurrencia;methode directe;37b25;direct method;discrete system	This paper is devoted to develop some ‘‘ad hoc’’ Control Theory formalism useful for the famous Beverton–Holt equation arising in population dynamics. In particular, the inverse equation is redefined for a finite set of consecutive samples under the equivalent form of a discrete linear dynamic system whose input sequence is defined by the sequence of carrying capacity gains and the unforced dynamics is directly related to the intrinsic growth rate. For that purpose, the environment carrying capacity gains are allowed to be time-varying and designed for control purposes. The controllability property is also investigated on this dynamic extended system as well as the stability, equilibrium points and attractor oscillating trajectories. The properties of the dynamic system associated with the Beverton–Holt inverse equation allow extrapolate in a simple dual way the above properties to the standard Beverton–Holt equation. Some generalizations are given for the case when there are extra parameters in the equation or when the system is subject to the presence of additive disturbances. In all cases, a reference model being also of Beverton–Holt type is proposed to be followed by the control system. 2007 Elsevier Inc. All rights reserved.	bellman equation;beverton–holt model;boson sampling;control system;control theory;definition;dynamical system;ecology;extensibility;extrapolation;fast fourier transform;formal system;hoc (programming language);modulation;nonlinear system;norm (social);population dynamics;reference model;sampling (signal processing);utility functions on indivisible goods;whole earth 'lectronic link	Manuel de la Sen;Santiago Alonso-Quesada	2008	Applied Mathematics and Computation	10.1016/j.amc.2007.10.021	recurrence relation;control system;calculus;control theory;mathematics;population dynamics	Theory	78.18300977725369	7.812997016502576	192082
b8d2fe8e59fe2f8918023efa312e56e82d202a75	multiple solutions for semilinear resonant elliptic problems with discontinuous nonlinearities via nonsmooth double linking theorem	critical point;multiple solution;elliptic problem;34c25;double linking;47h04;nonsmooth;locally lipschitz;58e30	In the present paper, some multiplicity results for semilinear resonant elliptic problems with discontinuous nonlinearities are obtained by using our extended double linking theorem.	commutation theorem	Kaimin Teng	2010	J. Global Optimization	10.1007/s10898-009-9411-5	mathematical optimization;mathematical analysis;discrete mathematics;mathematics;critical point	Theory	81.99020260895097	8.62377966019621	192285
5affe8a9ff43fa76e7b5375ff0f5a67e3cd1a150	some new generalized gronwall-bellman type discrete fractional inequalities	gronwall bellman type inequality;discrete fractional difference inequality;fractional sum inequality;boundedness;fractional difference equation	Some new Gronwall-Bellman type discrete fractional inequalities are established.Explicit bounds for unknown functions in fractional inequalities are derived.Properties of solutions of one certain fractional difference equation are researched. In this paper, we present some new generalized Gronwall-Bellman type discrete fractional inequalities including fractional sum inequalities and fractional difference inequalities. These inequalities are of new forms compared with the existing results so far in the literature, and can be used to provide explicit bounds for unknown functions concerned. For illustrating the effectiveness of the presented results, we apply them to research qualitative and quantitative properties for the solutions of an IVP with respect to a fractional difference equation.		Qinghua Feng	2015	Applied Mathematics and Computation	10.1016/j.amc.2015.03.012	mathematical optimization;mathematical analysis;fractional calculus;calculus;mathematics	Theory	77.29041470576911	9.088397921184596	192287
365c7977a81cf19aaf43a1f034eb2d80d60621ce	a semi-discrete approximation for a first order mean field game problem	convex duality;mean field games;optimal control;numerical methods;mean eld games	In this article we consider a model first order mean field game problem, introduced by J.M. Lasry and P.L. Lions in [17]. Its solution (v;m) can be obtained as the limit of the solutions of the second order mean field game problems, when the noise parameter tends to zero (see [17]). We propose a semi-discrete infitime approximation of the system and, under natural assumptions, we prove that it is well posed and that it converges to (v;m) when the discretization parameter tends to zero.	approximation;semiconductor industry	Fabio Camilli;Francisco Silva	2012	NHM	10.3934/nhm.2012.7.263	mathematical optimization;combinatorics;mathematical analysis;optimal control;numerical analysis;control theory;mathematics;mathematical economics	ECom	75.66064506403838	9.162512742049305	192521
d7ded63ab34a5d9ea291a671995b2793f7b27eef	the region of attraction and exponentially uniform dynamics of hiv infection	lyapunov methods;conversation analysis;hiv infection;time 500 day exponentially uniform dynamics hiv infection human immunodeficiency virus three state variable model aids cell behavior perturbation phase space attraction viral load dynamics therapy;human immunodeficiency virus trajectory lyapunov methods immune system stability analysis equations asymptotic stability;hiv infection model;human immunodeficiency virus;phase space;asymptotic stability;exponentially uniform dynamics hiv infection model lyapunov converse analysis region ofattraction;region ofattraction;medical computing;viral load;transient response;lyapunov method;trajectory;exponentially uniform dynamics;physiological models cellular biophysics diseases medical computing microorganisms patient treatment;immune system;stability analysis;lyapunov converse analysis;diseases;patient treatment;physiological models;microorganisms;cellular biophysics	The Human Immunodeficiency Virus (HIV) model used in this paper, describes a patient's infection initial stage by means of a three-state-variable model. The dynamics of the patient's evolution is analysed during a 500 day term, where the range of day-long transient response is clearly shown, and then the trend towards the asymptotic state is shown. This cell behavior is the patient's state before patient develops AIDS. Based on that information, an estimate of the exponential uniform bound for perturbation, as well as the phase-space attraction region are shown. This information will be helpful for the physician personal in order to obtain a benign transient concerning the viral load dynamics. For the schedule of therapy it is desired.	control theory;initial condition;linear system;lyapunov fractal;three-state logic;time complexity	Ernesto Castellanos-Velasco;Isaac Campos-Cantón;Manuel Benjamin Ortiz-Moctezuma;J. Santos-Ferreira	2011	2011 8th International Conference on Electrical Engineering, Computing Science and Automatic Control	10.1109/ICEEE.2011.6106709	biology;virology;control theory;immunology	Robotics	77.29024189723549	4.5407770310241915	193520
8074510f989b7677ee91f8a7561b0e32ba876b64	family of smale-williams solenoid attractors as solutions of differential equations: exact formula and conjugacy	topological conjugacy;smale williams solenoid attractor;exact formula	We show that the family of the Smale–Williams solenoid attractors parameterized by its contraction rate can be characterized as solutions of a set of differential equations. The exact formula describing the attractor can be obtained by solving the differential equations subject to explicitly given initial conditions. Using the formula, we present in this note a simple and explicit proof of the result that the dynamics on the solenoid is topologically conjugate to the shift on the inverse limit space of the expanding map t → mt mod 1 for some integer m ≥ 2 and to a suspension over the adding machine.	adding machine;blum–shub–smale machine;initial condition	Yi-Chiuan Chen;Wei-Ting Lin	2015	I. J. Bifurcation and Chaos	10.1142/S0218127415501370	topological conjugacy;mathematical analysis;discrete mathematics;topology;control theory;mathematics	ML	80.55283424736652	7.4795324271056725	193729
