id	title	keywords	abstract	entities	authors	year	journal	doi	fos	area	x	y	ix
e6c61411e952e69b22799d91df88a20a0b7f668a	method for detection of airborne ues based on lte radio measurements		Unmanned Aerial Vehicles (UAVs) are expected to be connected through cellular networks. As the radio characteristics are different for airborne UEs compared to terrestrial UEs, it is beneficial to identify whether a UE is airborne (on a UAV) or on the ground, such that interference and mobility management can be optimized for UAVs separately from terrestrial UEs. In this paper, we present a classification algorithm using existing LTE UE radio measurements to identify whether a UE is airborne or terrestrial. The method is verified with LTE measurements made in a rural area at different heights, including terrestrial measurements and it is shown that the method in 3 out of the 4 different measurement cases can detect a UE to be airborne with 99% likelihood, while the fourth case still can classify a UE correctly in 95% of the cases. The right classification can further be improved by taking multiple consecutive samples into account before making a classification decision.	aerial photography;airborne ranger;algorithm;compaq lte;interference (communication);statistical classification;terrestrial television;unmanned aerial vehicle;user experience	Jeroen Wigard;Rafhael Amorim;Huan Cong Nguyen;István Z. Kovács;Preben Holst Mogensen	2017	2017 IEEE 28th Annual International Symposium on Personal, Indoor, and Mobile Radio Communications (PIMRC)	10.1109/PIMRC.2017.8292313	real-time computing;computer network;computer science;mobility management;cellular network	Mobile	25.615358980371187	83.96323973241361	17988
a6c5da93a04de479d4759efef23dd7a387825adb	ber analysis for mimo-ofdm beamforming with mrc under channel prediction and interpolation errors	multipath fading;multipath rayleigh fading mimo ofdm beamforming ber analysis bit error rate maximal ratio combining imperfect channel prediction interpolation errors multiple input multiple output systems orthogonal frequency division multiplexing channel state information radio transmitter radio receiver;imperfect channel state information csi;interpolation;communication system;multiple input multiple output systems;fading;mimo system;rayleigh fading;radio receivers;maximal ratio combining mrc;multiple input multiple output;bit error rate;maximal ratio combiner;imperfect channel prediction;array signal processing;channel state information;channel estimation;diversity reception;radio transmitters;multiple input multiple output mimo systems;receivers;multipath rayleigh fading;orthogonal frequency division multiplexing;rayleigh channels;rayleigh channels array signal processing diversity reception error statistics interpolation mimo communication ofdm modulation radio receivers radio transmitters;bit error rate ber;ofdm modulation;transmitters;ofdm;ber analysis;error statistics;transmit beamforming;maximal ratio combining;interpolation errors;mimo ofdm beamforming;radio transmitter;mimo communication;bit error rate array signal processing interpolation mimo ofdm throughput robustness fading channel state information transmitters;channel prediction;radio receiver;orthogonal frequency division multiplex	Multiple input multiple output (MIMO) systems, in conjunction with orthogonal frequency division multiplexing (OFDM), are extensively used in modern communication systems in order to improve throughput and robustness in multipath fading environments. However, for an optimal operation of these techniques, channel state information (CSI) must be available in both the transmitter and receiver sides. In this paper, an exact closed-form expression for the bit error rate (BER) in MIMOOFDM systems with transmit beamforming and maximal ratio combining (MRC) reception is obtained, under imperfect channel prediction and interpolation, in multipath Rayleigh fading. This expression is used to evaluate the BER performance of the system for different antenna configurations, prediction and interpolation filters, and channel conditions.	beamforming;bit error rate;channel state information;elementary function;frequency divider;global communications conference;mimo;mimo-ofdm;maximal set;multipath propagation;multiplexing;rayleigh fading;sinc filter;sinc function;subject matter expert turing test;throughput;transmitter;whittaker–shannon interpolation formula;wiener filter;x.690	F. Javier López-Martínez;Eduardo Martos-Naya;Jose Francisco Paris;Andrea J. Goldsmith	2009	GLOBECOM 2009 - 2009 IEEE Global Telecommunications Conference	10.1109/GLOCOM.2009.5426059	transmitter;orthogonal frequency-division multiplexing;telecommunications;computer science;control theory;channel state information;precoding;mimo	Visualization	47.119923207364096	78.581863000499	18023
3776f9785c57243b85365173a6f9b8e836c84d9f	synchronization for mimo ofdm systems	frequency domain signal samples;mimo frequency synchronization frequency estimation channel estimation ofdm modulation transmitting antennas discrete fourier transforms transmitters interference receiving antennas;frequency synchronization;synchronization algorithm;channel coefficients noise variance;signal sampling;orthogonal polyphase sequences;training sequence structure;frequency estimation;time synchronization;array signal processing;interference;channel estimation;transmit antennas;diversity reception;synchronisation;channel coefficients noise variance mimo ofdm systems synchronization frequency synchronization time synchronization transmit antennas receive antennas training symbols orthogonal polyphase sequences synchronization algorithm low snr frequency selective channel training sequence structure channel parameters estimation transmit receive diversity frequency domain signal samples;mimo systems;signal sampling mimo systems ofdm modulation synchronisation receiving antennas transmitting antennas noise telecommunication channels parameter estimation diversity reception array signal processing;transmit receive diversity;ofdm modulation;mimo ofdm systems synchronization;transmitters;channel parameters estimation;receive antennas;receiving antennas;parameter estimation;transmitting antennas;low snr;telecommunication channels;mimo;discrete fourier transforms;frequency selective channel;noise;training symbols	This paper proposes a time and frequency synchronization technique for a transmit and receive ( ), MIMO OFDM system. The synchronization is achieved using training symbols which are simultaneously transmitted from transmit antennas. The training symbols are directly modulatable orthogonal polyphase sequences. The synchronization algorithm shows satisfactory performance even at a low SNR and in a frequency selective channel. The training sequence structure is specialized such that channel parameters in terms of channel coefficients and noise variance can be estimated once synchronization is achieved.	algorithm;coefficient;mimo;polyphase quadrature filter;signal-to-noise ratio	Apurva N. Mody;Gordon L. Stüber	2001		10.1109/GLOCOM.2001.965169	synchronization;transmitter;orthogonal frequency-division multiplexing;telecommunications;computer science;noise;control theory;interference;estimation theory;statistics;mimo	Mobile	49.48151731181935	77.59983212859144	18056
ca947fb589ffb078ee46a6521d19ede3da5afc5c	on the degrees-of-freedom of the 3-user miso broadcast channel with hybrid csit	receivers transmitting antennas interference encoding channel state information;3 user miso broadcast channel hybrid channel state information at the transmitter 3 user multiple input single output broadcast channel hybrid channel knowledge utilization transmit antennas delayed csit instantaneous csit perfect csit hybrid csit setting;transmitting antennas broadcast channels	The 3-user multiple-input single-output (MISO) broadcast channel (BC) with hybrid channel state information at the transmitter (CSIT) is considered. In this framework, there is perfect and instantaneous CSIT from a subset of users and delayed CSIT from the remaining users. We present new results on the sum degrees of freedom (DoF) of the 3-user MISO BC with hybrid CSIT. In particular, for the case of 2 transmit antennas, we show that with perfect CSIT from one user and delayed CSIT from the remaining two users, the optimal sum DoF is 5/3. For the case of 3 transmit antennas and the same hybrid CSIT setting, it is shown that a higher sum DoF of 9/5 is achievable and this result improves upon the best known bound. Furthermore, with 3 transmit antennas, and the hybrid CSIT setting in which there is perfect CSIT from two users and delayed CSIT from the third one, a novel scheme is presented which achieves 9/4 sum DoF. Our results also reveal new insights on how to utilize hybrid channel knowledge for multi-user scenarios.	channel state information;multi-user;scenario (computing);system analysis;transmitter	SaiDhiraj Amuru;Ravi Tandon;Shlomo Shamai	2014	2014 IEEE International Symposium on Information Theory	10.1109/ISIT.2014.6875211	telecommunications	Mobile	36.098338737091254	73.44532818488096	18099
ec6bb32a2e420860cfd50aa33e2ffb00e94e8a3b	exit chart-based side information refinement for wyner-ziv video coding	silicon;exit chart based side information refinement;channel coding;iterative decoding;decoding;parity check codes;decoding performance;ldpc iterative decoding;refinement;lts4;extrinsic information transfer chart analysis;information bits;video coding;information transfer;exit;wyner ziv video coding;video coding channel coding iterative decoding parity check codes;mutual information;distributed video coding;correlation;distributed video coding side information refinement exit ldpc;silicon decoding iterative decoding video coding correlation mutual information;side information;ldpc iterative decoding exit chart based side information refinement wyner ziv video coding channel coding decoding performance information bits extrinsic information transfer chart analysis;exit chart;ldpc	This paper focuses on side information (SI) refinement in Wyner-Ziv video coding and proposes to exploit the intrinsic property of channel coding for improving the joint decoding performance. In this paper, we propose to use syndrome and information bits from the encoder to help the decoder in refining the SI. We use extrinsic information transfer (EXIT) chart analysis to deduce the mutual information variation in LDPC iterative decoding during the SI refinement process. The objective is to obtain the same decoding quality under lower coding rates. Simulation results demonstrate the effectiveness of the proposed solution.	channel capacity;data compression;decoding methods;exit chart;encoder;forward error correction;iterative method;low-density parity-check code;mutual information;refinement (computing);simulation	Wen Ji;Pascal Frossard;Yiqiang Chen	2012	2012 Data Compression Conference	10.1109/DCC.2012.28	distributed source coding;low-density parity-check code;information transfer;channel code;telecommunications;computer science;theoretical computer science;coding tree unit;exit;mathematics;refinement;exit chart;mutual information;silicon;correlation;statistics	AI	41.70296544149016	65.20547394399189	18102
32de628128d079115480f44bf7f88bb05c1a3dda	error recovery properties and soft decoding of quasi-arithmetic codes	desciframiento;signal image and speech processing;evaluation performance;error recovery;entropia;algorithm complexity;performance evaluation;arithmetic coding;decodage;decoding;redundancia;complejidad algoritmo;correction erreur;evaluacion prestacion;arithmetic code;codigo aritmetico;synchronisation;quantum information technology spintronics;redundancy;complexite algorithme;synchronization;error correction;entropie;entropy;sincronizacion;code arithmetique;correccion error;redondance	This paper first introduces a new set of aggregated state models for soft-input decoding of quasi arithmetic (QA) codes with a termination constraint. The decoding complexity with these models is linear with the sequence length. The aggregation parameter controls the tradeoff between decoding performance and complexity. It is shown that close-to-optimal decoding performance can be obtained with low values of the aggregation parameter, that is, with a complexity which is significantly reduced with respect to optimal QA bit/symbol models. The choice of the aggregation parameter depends on the synchronization recovery properties of the QA codes. This paper thus describes a method to estimate the probability mass function (PMF) of the gain/loss of symbols following a single bit error (i.e., of the difference between the number of encoded and decoded symbols). The entropy of the gain/loss turns out to be the average amount of information conveyed by a length constraint on both the optimal and aggregated state models. This quantity allows us to choose the value of the aggregation parameter that will lead to close-to-optimal decoding performance. It is shown that the optimum position for the length constraint is not the last time instant of the decoding process. This observation leads to the introduction of a new technique for robust decoding of QA codes with redundancy which turns out to outperform techniques based on the concept of forbidden symbol.	bit error rate;bitstream;code;complexity;decoding methods;redundancy (engineering);software quality assurance;vlc media player	Simon Malinowski;Hervé Jégou;Christine Guillemot	2008	EURASIP J. Adv. Sig. Proc.	10.1155/2008/752840	list decoding;synchronization;entropy;real-time computing;telecommunications;sequential decoding;computer science;theoretical computer science;mathematics;algorithm;statistics	DB	40.96538232663429	64.3883716892583	18171
df4f9701131bdd211311d23fb3e8282296798f29	two-stage interference management for multicell multiantenna cellular downlink systems		"""The sum degrees of freedom (DoFs) of <inline-formula> <tex-math notation=""""LaTeX"""">$L$ </tex-math></inline-formula>-cell multiantenna cellular downlink systems are studied. Each base station (BS) equipped with <inline-formula> <tex-math notation=""""LaTeX"""">$M_{t}$ </tex-math></inline-formula> transmit antennas sends independent messages to its <inline-formula> <tex-math notation=""""LaTeX"""">$K$ </tex-math></inline-formula> serving users equipped with <inline-formula> <tex-math notation=""""LaTeX"""">$M_{r}$ </tex-math></inline-formula> reconfigurable antennas, each of which can choose its receiving mode from <inline-formula> <tex-math notation=""""LaTeX"""">$N$ </tex-math></inline-formula> preset modes at each time. It is assumed that each BS and user only knows channel state information (CSI) of its own cell. A novel two-stage interference management scheme is proposed in which intra-cell interference is first nulled out by zero-forcing outer beamforming based on intra-cell CSI and inter-cell interference is then aligned by inner beamforming in a blind manner without inter-cell CSI. It is proved that, for <inline-formula> <tex-math notation=""""LaTeX"""">$M_{t}>KM_{r}$ </tex-math></inline-formula> and <inline-formula> <tex-math notation=""""LaTeX"""">$N>1$ </tex-math></inline-formula>, the proposed scheme achieves an improved sum DoF compared with the conventional time division multiple access among cells. We further demonstrate that such DoF improvement yields an improved sum rate at the finite signal-to-noise ratio regime."""	beamforming;channel state information;interference (communication);mimo;signal-to-noise ratio;telecommunications link	Sung Ho Chae;Sang-Woon Jeon	2017	IEEE Communications Letters	10.1109/LCOMM.2017.2705026	channel state information;real-time computing;telecommunications link;computer science;upper and lower bounds;interference (wave propagation);beamforming;time division multiple access;base station;signal-to-noise ratio	Mobile	38.78185729278471	85.17915627839083	18218
06558e3a6a8c6dc785adea20dcf5a06b9a8f2b4a	optimal resource allocation for energy efficient transmissions with qos constrains in coded cooperative networks	kkt conditions;time division multiple access channel coding optimisation quality of service resource allocation;network lifetime;optimal solution;tdma;time division multiple access;channel coding;optimisation;optimal resource allocation;loc adjustment;energy efficient;resource allocation;fixed loc;resource management;qos constraints;power constraint;dynamic resource allocation;energy consumption;fixed loc optimal resource allocation energy efficient transmissions qos constraints energy constrained coded cooperative networks power control multirelays selection loc adjustment network lifetime tdma power constraint optimization model energy consumption kkt conditions dynamic resource allocation strategy;resource management energy efficiency lab on a chip relays energy consumption peer to peer computing wireless networks power control time division multiple access constraint optimization;energy efficient transmissions;energy constrained coded cooperative networks;peer to peer computing;quality of service;relays;multirelays selection;dynamic resource allocation strategy;optimization model;dynamic scheduling;power control	In this paper, we propose the optimal resource allocation strategies for energy constrained coded cooperative networks. By combining power control and multi-relays selection with LOC adjustment, our schemes aim at providing higher QoS and extending network lifetime. We consider the TDMA based scenario where one node acts as the source and the other nodes can be selected as relay nodes in a time slot and each node is limited by separate power constraint. Firstly, we build an optimization model for minimizing and balancing the energy consumption under QoS constrains. After that, when the LOC is constant, a closed form optimal solution is got by KKT conditions, which results in a dynamic resource allocation strategy. Moreover, based on solution for the fixed LOC, a suboptimal scheme is further proposed for a variable LOC via one dimension searching. The simulation results show that our schemes can improve network QoS and prolong network lifetime dramatically comparing with other existing cooperative resource allocation schemes.	altered level of consciousness;augmented lagrangian method;cooperative multitasking;experiment;gradient;karush–kuhn–tucker conditions;lagrange multiplier;lagrangian (field theory);mathematical optimization;maxima and minima;parallax sx;quality of service;relay;requirement;simulation;source lines of code;xs (perl)	Yan Zhang;Min Sheng;Jiandong Li;Ye Tian;Junliang Yao;Di Tang	2009	2009 IEEE Wireless Communications and Networking Conference	10.1109/WCNC.2009.4917868	mathematical optimization;real-time computing;telecommunications;computer science;resource management;time division multiple access;computer network	Embedded	33.819351819173164	88.06173312685127	18253
f57f77a97368c0a098241513012f10203b3ba1a4	frame synchronization for optical multi-pulse pulse position modulation	modulation position impulsion;sequences;probability;detection signal;maximum likelihood;information transmission;transmission optique;probability optical communication optical modulation pulse position modulation synchronisation sequences maximum likelihood detection optical signal detection optical correlation;signal detection;performance;optical correlation;algorithme;upper bound;synchronisation;algorithm;modulacion impulsos en posicion;performance improvement;optical pulses optical modulation pulse modulation upper bound optical sensors optical fiber communication maximum likelihood detection autocorrelation computer simulation;deteccion senal;optical transmission;synchronization;synchronization sequence lengths optical multi pulse pulse position modulation optical communication systems direct detection frame synchronization algorithms optimal rules maximum likelihood rules approximations upper bounds synchronization probability high snr rules ml rules performance improvement signal energies periodic mppm synchronization sequences autocorrelation properties peak to sidelobe distance computer simulations;maximum likelihood detection;transmision optica;optical signal detection;optical communication;optical modulation;optical communication system;direct detection;pulse position modulated;sincronizacion;pulse position modulation;transmision informacion;rendimiento;transmission information;computer simulation;algoritmo;frame synchronization	We investigate frame synchronization algorithms for direct detection multi-pulse pulse position modulation (MPPM) optical communication systems. The optimal rules (in a maximum likelihood sense) are derived, approximations to them that are computationally easier to implement are identified, and upper bounds on the synchronization probability are obtained. It is seen that the high SNR rules have a performance nearly equal to that of the ML rules, but provide a significant performance improvement over the simple correlation rules and are virtually as simple to implement for a wide range of signal energies. We also address the problem of designing periodic MPPM synchronization sequences with good autocorrelation properties, based on a maximum, worst case, peak-to-sidelobe distance criterion. Upper bounds on the peak-to-sidelobe distance for such sequences are derived, and a few sequences, generated by computer simulations, for different synchronization sequence lengths are given. { {eywwdsSynchronization, Multi-pulse PPM	algorithm;approximation;autocorrelation;best, worst and average case;computer simulation;modulation;signal-to-noise ratio;synchronization (computer science)	Ramaiah Velidi;Costas N. Georghiades	1995	IEEE Trans. Communications	10.1109/26.380235	computer simulation;synchronization;electronic engineering;telecommunications;computer science;control theory;mathematics;statistics;optical communication	Metrics	48.89212135341642	70.42843545491145	18306
39542bbcb8286b3088ddc8f0574b736c1a67b93a	decoding schemes for fbmc with single-delay sttc	signal image and speech processing;quantum information technology spintronics	Orthogonally multiplexed Quadrature Amplitude Modulation (O-QAM) with Filter Banks based Multi Carrier modulation (FBMC) is a multi-carrier modulation scheme that can be considered as an alternative to the conventional orthogonal frequency division multiplexing (OFDM) with cyclic prefix (CP) for transmission over multi-path fading channels. However, as OQAM-based FBMC is based on real orthogonality, transmission over a complex-valued channel makes the decoding process more challenging compared to CP-OFDM case. Moreover, if we apply Multiple Input Multiple Output (MIMO) techniques to OQAM-based FBMC, the decoding schemes are different from the ones used in CP-OFDM. In this paper, we consider the combination of OQAM-based FBMC with single delay Space-Time Trellis Coding (STTC). We extend the decoding process presented earlier in the case of Nt = 2 transmit antennas to greater values of Nt. Then, for Nt ≥ 2, we make an analysis of the theoretical and simulation performance of ML and Viterbi decoding. Finally, to improve the performance of this method, we suggest an iterative decoding method. We show that the OQAM-based FBMC iterative decoding scheme can slightly outperform CP-OFDM.	frequency divider;iterative method;mimo;mimo-ofdm;modulation;multiplexing;simulation;trellis quantization;viterbi decoder;windows nt	Chrislin Lélé;Didier Le Ruyet	2010	EURASIP J. Adv. Sig. Proc.	10.1155/2010/689824	telecommunications;computer science;mathematics	Networks	45.3143251685024	79.31472248358739	18307
